Palabra;Lexema;Tristeza;Miedo;Alegria;Ira;Asco
sociable;;1,23;1,3;3,8;1,27;1,13
sociedad;;2,37;1,73;2,23;2,07;2,47
socorrer;;1,67;2,67;2,27;1,33;1,13
socorro;;2,93;3,87;1,33;1,57;1,3
sofá;;1,27;1,03;3,33;1,03;1,03
soga;;3,14;3,62;1,14;2,62;1,62
sol;;1,2;1,3;4,7;1,07;1
solar;;1,28;1,62;2,9;1,14;1,14
soldado;;2,67;2,3;1,77;2;1,37
soleado;;1,3;1,27;3,77;1,37;1,23
soledad;;4,2;3,27;1,33;1,93;1,43
solemne;;1,82;1,32;2,04;1,14;1,07
solidaridad;;1,33;1,17;4,13;1,03;1,03
solitario;;4,07;2,53;1,33;1,7;1,47
sollozar;;4,33;2,43;1,27;2,2;1,37
solo;;3,6;2,63;1,5;1,43;1,3
soltero;;1,67;1,2;1,9;1,17;1,1
solución;;1,33;2;4,13;1,27;1,3
sombra;;1,9;2,37;1,3;1,33;1,17
sombrero;;1,13;1,1;1,77;1,07;1,07
sombrilla;;1,1;1,13;3;1,1;1
sonajero;;1,23;1,27;3,13;1,07;1,03
sonido;;1,9;1,7;2,87;1,47;1,37
sonreír;;1,13;1,03;4,9;1,03;1,03
sonrisa;;1,52;1,52;4,58;1,39;1,39
soplete;;1,17;2,57;1,4;1,33;1,2
soplo;;1,97;1,93;1,4;1,63;1,57
sorprender;;1,17;2,03;3,73;1,23;1,13
sorprendido;;1,47;1,57;3,17;1,27;1,13
sorpresa;;1,4;2,03;4,07;1,33;1,3
sosiego;;1,79;1,43;2,64;1,39;1,29
soso;;1,97;1,33;1,17;1,97;1,73
sospecha;;2,17;2,77;1,27;2,73;1,73
sospechoso;;1,9;3,07;1,03;2;1,27
spray;;1,04;1,29;1,21;1,18;1,43
suave;;1,1;1;2,8;1;1
suavidad;;1,5;1,33;3,77;1,3;1,23
subida;;1,53;1,83;2,33;1,57;1,47
submarinista;;1,07;1,5;2,23;1,07;1,07
suburbio;;2,79;2,76;1,24;1,9;2,21
suceso;;1,9;1,83;2;1,33;1,27
suciedad;;1,8;1,53;1,03;1,67;4,17
sucio;;1,93;1,47;1,07;1,8;3,97
sudor;;1,53;1,47;1,47;1,53;3,37
suegra;;1,5;1,7;2,53;1,37;1,27
sueldo;;1,37;1,53;4,2;1,3;1,2
suelo;;1,57;1,63;1,53;1,33;1,7
sueño;;1,8;1,53;3,17;1,47;1,17
suerte;;1,23;1,4;4,5;1,13;1,17
sufrimiento;;4,37;3,9;1,03;3,07;2,3
suicidio;;4,57;3,63;1;2,7;1,63
sujetador;;1,2;1,2;2,1;1,23;1,2
superación;;1,13;1,67;4,57;1,2;1,03
superdotado;;1,4;1,23;2,37;1,27;1,27
superioridad;;2,63;2,37;1,63;3,47;2,63
supermercado;;1,2;1,2;2,07;1,2;1,17
suplicio;;2,63;2,43;1,1;2,67;2
suscribir;;1,24;1,34;1,52;1,24;1,17
suspenso;;4,45;3,84;1,26;4;2,52
sustancia;;1,2;1,5;1,37;1,17;1,77
sustento;;1,41;1,48;2,52;1,1;1,07
susto;;1,97;4,03;1,53;2,57;1,83
susurrar;;1,52;1,55;2,21;1,45;1,21
susurro;;1,47;2,03;2,77;1,2;1,23
tabaco;;2,77;2,67;1,37;2,4;3,57
tabla;;1,1;1,2;1,17;1,07;1,07
tablero;;1,13;1,1;1,33;1,13;1,13
tablón;;1,2;1,37;1,37;1,07;1,07
taburete;;1,13;1,17;1,93;1,07;1,13
tacaño;;2,5;1,37;1,07;2,7;2,43
tacto;;1,33;2,03;3,1;1,3;1,9
taladro;;1,4;2,47;1,33;2,17;1,57
talento;;1,17;1,3;3,87;1,2;1,07
talla;;1,77;1,77;1,6;1,77;1,73
talle;;1,29;1,04;1,29;1,21;1,13
talón;;1;1;1,03;1;1,37
tamaño;;1,53;1,63;1,83;1,47;1,5
tambor;;1,47;1,27;3,4;2,23;1,27
tanatorio;;4,5;2,97;1,03;2,17;1,8
tanga;;1,13;1,17;2,33;1,2;1,6
tanque;;3,28;3,66;1,07;3,55;2,45
tarántula;;1,77;4,13;1,17;2,13;3,7
tarea;;1,6;1,53;1,63;1,53;1,6
tarta;;1,07;1,03;3,87;1;1,17
tatuaje;;1,27;2,07;2,9;1,2;1,47
taxi;;1,1;1,4;1,47;1,23;1,03
taza;;1,37;1,07;2,07;1,2;1,23
tábano;;1,52;3,17;1;1,91;2,91
teatro;;1,72;1,55;4,07;1,34;1,34
techo;;1,37;1,63;2,03;1,37;1,23
tecla;;1,27;1,33;1,53;1,37;1,3
teja;;1,17;1,27;1,37;1,13;1,27
tela;;1,1;1,17;1,73;1,1;1,23
telescopio;;1,17;1,13;2,23;1,07;1,03
televisión;;2,5;1,83;2,87;2,33;2,2
teléfono;;1,73;1,57;2,8;2;1,4
tema;;1,47;1,47;1,77;1,27;1,3
temer;;2,87;4,7;1,07;2,33;1,97
temerario;;1,73;4,07;1,7;2,47;1,5
temeroso;;2,23;3,23;1,27;1,73;1,3
temor;;3,03;4,45;1,07;2,07;1,48
temperamental;;1,77;2,2;1,63;2,57;1,6
templado;;1,27;1,1;1,87;1,13;1,3
templanza;;1,41;1,41;3;1,14;1,03
temporal;;2,47;2,9;1,7;1,9;1,6
tenebroso;;2,3;3,93;1,27;1,93;1,93
tenedor;;1;1,3;1,43;1,13;1,2
tenis;;1,2;1,27;2,63;1,3;1,07
tensión;;2,27;2,7;1,27;2,63;1,8
tenso;;2,23;2,87;1,17;2,4;1,5
tentación;;1,5;2,67;2,87;1,73;1,47
tentar;;1,45;2,34;2,14;1,48;1,41
tenue;;2,14;1,9;1,48;1,17;1
teoría;;1,33;1,43;1,8;1,33;1,33
termita;;1,46;1,82;1,29;1,57;2,93
termómetro;;1,4;1,63;1,1;1,17;1,1
ternura;;1,27;1,07;4,07;1,07;1,07
terremoto;;3,13;4,47;1;2,13;1,5
terrible;;2,8;3,63;1,07;2,67;1,87
terrorismo;;4,3;4,37;1,07;4,53;3,83
terrorista;;3,37;4,37;1,03;4,13;3,53
tesoro;;1,17;1,33;3,9;1,1;1
testamento;;3,47;2,67;1,53;1,67;1,4
texto;;1,81;1,58;2,35;1,48;1,45
tétrico;;2,73;4;1,13;2,1;2,37
tiburón;;1,23;3,9;1,13;1,63;1,4
tiempo;;2,07;2,13;2,3;1,53;1,23
tienda;;1;1;2,07;1,03;1,17
tierno;;1,37;1,3;3,73;1,07;1
tierra;;1,3;1,3;2,43;1,2;1,2
tieso;;1,54;1,86;1,29;1,89;1,68
tigre;;1,5;2,97;2,27;1,4;1
tijeras;;1,2;1,8;1,1;1,37;1,2
timado;;3,23;2,77;1,07;4,63;3,13
timbre;;1,3;1,6;2,63;1,67;1,1
tinta;;1;1;1,27;1,03;1,23
tiranía;;3,63;3,93;1,07;3,9;3,63
tirano;;2,43;2,73;1;3,4;2,5
tirita;;1,87;1,53;1,2;1,2;1,97
titular;;1,27;1,4;2,8;1,3;1,2
tímido;;2,43;2,13;1,33;1,33;1,1
tío;;1,5;1,23;2,97;1,43;1,3
toalla;;1,03;1;1,83;1;1,33
tobillo;;1,2;1,27;1,37;1,2;1,3
tobogán;;1,23;1,5;3,97;1,07;1,07
tolerancia;;1,2;1,23;3,73;1,33;1,2
tolerante;;1,07;1,17;3,23;1,2;1,07
tomate;;1,03;1,03;1,97;1,1;1,53
tonada;;1,63;1,5;2,13;1,38;1,25
tontería;;1,3;1,37;1,9;1,67;1,37
tonto;;2,67;1,3;1,2;1,77;1,2
topo;;1,3;1,7;1,87;1,3;2,07
torcer;;1,9;2,3;1,21;1,97;1,31
torcido;;2,1;1,9;1,23;2,03;1,57
torear;;3,1;2,6;1,17;3,63;3,37
torero;;2,57;1,2;1,1;3,2;3,5
tormenta;;2,53;2,53;1,53;1,5;1,2
tormento;;3,27;2,8;1,17;3,03;1,93
tornado;;2,7;4,07;1,03;2,17;1,2
tornillo;;1,1;1,3;1,23;1,13;1,07
toro;;2,3;2,33;1,37;1,8;1,13
torpe;;2,13;1,83;1,33;2;1,33
torre;;1,07;1,33;1,13;1,03;1,07
tortuga;;1,57;1,17;2,43;1,13;1,3
tortura;;4,43;4,43;1;4,03;3,93
torturado;;4,2;4,5;1;4,27;3,4
torturador;;4,5;4,77;1,03;4,5;4,7
torturar;;3,9;4,55;1;4,62;3,93
tosco;;1,97;1,62;1,14;1,76;1,97
tóxico;;1,93;3,63;1,2;1,87;2,93
trabajador;;1,27;1,47;3,47;1,17;1,13
trabajar;;1,93;1,8;3,4;1,63;1,63
tractor;;1,37;1,37;1,83;1,17;1,27
traficante;;2,9;3,33;1,33;3,1;2,97
tragedia;;4,83;3,73;1;2,97;2,03
traicionar;;3,53;2,57;1,07;4,27;2,73
traición;;3,93;3,2;1,03;4,2;3,17
traidor;;3,1;2,3;1,03;4,03;3,1
traje;;1,43;1,23;2,53;1,2;1,23
trampa;;2,63;3,23;1,1;3,37;2
trampolín;;1,1;2,2;2,67;1,07;1,07
tramposo;;2,5;1,8;1,3;3,63;2,77
trance;;2,61;3,04;1,68;1,82;1,57
tranquilidad;;1,3;1,17;4,07;1,1;1,07
tranquilo;;1,27;1,23;3,07;1,23;1,03
transferible;;1,5;1,77;1,77;1,43;1,53
translúcido;;1,37;1,47;1,9;1,23;1,27
tranvía;;1,6;1,63;2,07;1,47;1,4
trapecista;;1,07;2,37;2,73;1,17;1,07
trascendencia;;1,52;1,86;2;1,34;1,17
trastorno;;3,47;3,07;1,07;2,07;1,47
trato;;1,07;1,43;2,57;1,23;1,1
trauma;;4,1;4,03;1;2,5;1,77
travesía;;1,28;1,62;2,72;1,14;1,17
travesura;;1;1,73;2,9;1,77;1,1
trámite;;1,57;2,13;1,57;2,3;2
tránsfuga;;2,64;2,55;1,32;2,32;1,91
tránsito;;1,6;1,7;1,37;2,47;2,07
trecho;;1,3;1,48;1,26;1,3;1,11
tregua;;1,59;1,76;2,97;1,62;1,24
triángulo;;1,07;1,07;1,2;1,1;1,07
tripa;;1,8;1,87;1,43;1,73;2,13
triste;;4,47;2,17;1,03;2,07;1,5
tristeza;;4,93;2,43;1;1,97;1,63
triturar;;1,72;2,1;1,41;1,9;2,17
triunfador;;1,1;1,5;4,47;1,17;1,17
triunfante;;1,13;1,27;4,07;1,3;1,07
triunfar;;1;1,72;4,55;1,17;1,07
triunfo;;1,37;1,43;4,37;1,17;1
trípode;;1,11;1,07;1,71;1,07;1,07
trofeo;;1,27;1,47;4,23;1,33;1,07
trompeta;;1,17;1,07;2,63;1,33;1,03
trozo;;1,6;1,3;1,4;1,37;1,53
trucha;;1,1;1,17;1,77;1,03;2,13
tuberculosis;;3,23;3,53;1,13;1,83;2,43
tubería;;1,2;1,33;1,1;1,1;2,73
tucán;;1,07;1,66;3,17;1,17;1,17
tuerca;;1,13;1,13;1,33;1,23;1,23
tumba;;3,93;3,57;1,07;2,17;1,97
tumbona;;1,17;1,07;3,47;1,03;1,07
tumor;;4,33;4,6;1;3,4;2,57
turbio;;1,73;2,23;1,2;1,57;2,5
turbulento;;1,86;3,28;1,31;1,93;1,62
turno;;1,27;1,33;1,67;1,57;1,1
túnel;;1,93;2,63;1,43;1,27;1,5
unidad;;1,37;1,43;2,1;1,5;1,27
uniforme;;2,13;1,6;1,67;2,03;1,93
unión;;1,33;1,53;3,67;1,2;1,13
universal;;1,27;1,5;2,3;1,1;1,07
urraca;;1,25;1,79;1,5;1,11;1,61
utensilio;;1,13;1,43;1,43;1,37;1,3
utopía;;2;1,64;3,14;1,46;1,46
úlcera;;2,47;2,73;1,03;1,87;2,8
útero;;1,33;1,8;1,87;1,23;1,63
útil;;1,23;1,47;3,73;1,27;1,33
vaca;;1,07;1,47;2,53;1,03;1,17
vacación;;1,19;1,11;4,19;1,07;1
vacilar;;2,13;1,9;1,7;2,83;2
vacío;;3,87;3,1;1,1;1,6;1,6
vagina;;1,13;1,3;2,47;1,07;1,63
vago;;2,5;1,57;1,13;2,33;1,87
vagón;;1,47;1,6;1,5;1,3;1,33
vale;;1,27;1,13;1,93;1,17;1,07
valiente;;1,03;1,4;3,83;1,37;1
valle;;1,23;1,5;3,13;1;1
valor;;1,23;2,03;3,33;1,47;1,1
vampiro;;1,23;2,43;1,2;1,47;1,57
vanidad;;1,73;1,35;1,5;2,15;2,04
vapor;;1,24;1,72;1,52;1,31;1,48
vaso;;1,13;1,07;1,33;1,07;1,27
vándalo;;2,8;3,47;1,2;3,47;2,47
váter;;1,13;1,17;1,57;1,13;3,13
vegetación;;1,37;1,53;3,53;1,13;1,1
vehículo;;1,2;1,77;2,1;1,3;1,07
vejatorio;;3,63;2,81;1,44;3,3;2,93
vela;;1,69;1,79;2,14;1,24;1,1
velas;;2;1,6;2,93;1,1;1,1
velero;;1,1;1,87;3,47;1,13;1,1
velo;;2,4;2,5;2,03;2,03;1,77
veloz;;1,2;1,4;2,43;1,43;1,13
vencedor;;1,2;1,3;3,63;1,6;1,27
vencedora;;1,53;1,23;3,87;1,57;1,2
vencer;;1,43;1,7;4,1;1,43;1,23
vencido;;3,8;2,6;1,2;3,03;1,7
venda;;2,45;2,66;1,28;1,76;1,72
vendedor;;1,3;1,37;1,7;1,43;1,4
veneno;;2,53;4,2;1,13;2,6;3,33
veneración;;1,7;1,65;1,52;1,78;1,87
venganza;;2,07;2,63;1,4;3,37;2
ventaja;;1,27;1,17;3,67;1,37;1,03
ventana;;1,5;1,7;2,43;1,1;1,1
ventanilla;;1,73;1,5;2,4;1,4;1,23
verano;;1,13;1,17;4,63;1,07;1,17
verbalizar;;1,07;1,17;1,52;1,07;1
verbena;;1,07;1,07;3,28;1,14;1,38
verdad;;2,13;2,8;3,93;1,9;1,5
VERDADERO;;1,73;1,87;3,6;1,43;1,33
verde;;1,07;1,1;3,2;1,07;1,17
verdugo;;2,5;3,1;1,13;2,87;2,6
vergonzoso;;2,77;2,67;1,27;1,83;1,57
vergÃ¼enza;;2,97;3,42;1,48;2,48;2,1
verruga;;1,77;2,27;1,27;1,73;3,77
versionar;;1,31;1,17;1,83;1,45;1,17
versión;;1,2;1,3;1,23;1,37;1,2
verso;;2,1;1,2;2,67;1,33;1,17
vertedero;;1,79;1,52;1,03;1,21;4,17
vestido;;1,23;1,07;2,93;1,2;1,07
vestíbulo;;1,3;1,37;1,63;1,23;1,43
veterano;;1,72;1,62;2;1,62;1,14
veterinaria;;1,97;1,83;2,8;1,17;1,5
veterinario;;1,1;1,23;2,7;1,03;1,2
vértigo;;1,9;3,8;1,2;1,43;1,2
viajar;;1,23;2;4,57;1,13;1,3
viajero;;1,3;1,83;4,13;1,1;1,17
viajes;;1,37;1,83;4,9;1,1;1,07
vicio;;2,43;3,4;2,37;2,23;2,33
victimismo;;2,73;1,77;1,03;3,07;2,2
victoria;;1,27;1,2;4,5;1,43;1,03
victorioso;;1,1;1,4;4,6;1,17;1,07
vida;;2,17;2,3;4,2;1,63;1,3
vidrio;;1,27;1,6;1,47;1,23;1,17
viejo;;3,17;2,6;2,23;1,63;1,67
vigilante;;1,17;2,1;1,43;1,5;1,13
vigía;;1,36;2;1,45;1,45;1,45
vigoroso;;1,13;1,47;2,37;1,6;1,47
vino;;1,43;1,37;3;1,23;2,03
violación;;4,47;4,57;1;4,87;4,73
violador;;4,17;4,63;1;4,57;4,5
violar;;4,38;4,48;1;4,83;4,62
violencia;;3,17;3,53;1,23;3,9;3,23
violento;;3,47;3,93;1,07;4,37;3,43
violín;;2,4;1,23;3,63;1,43;1,1
virgen;;1,27;1,4;1,53;1,17;1,17
virtud;;1,1;1,2;3,73;1,1;1
viruela;;2,68;3,82;1,04;1,86;3,14
visión;;1,57;1,5;3,53;1,13;1,37
vistazo;;1,33;1,5;1,57;1,5;1,47
visualizar;;1,41;1,45;1,97;1,21;1,24
vitalidad;;1,13;1,13;4,23;1,03;1,03
viuda;;4,07;2,57;1,23;1,87;1,4
viudo;;4,2;2,97;1,13;2,1;1,37
vivir;;1,73;2,33;4,47;1,23;1,1
vivo;;1,2;1,67;4,57;1,13;1,1
víbora;;1,57;4;1,1;1,83;3
víctima;;4,2;2,53;1;2,9;1,37
vídeo;;1,33;1,33;2,13;1,17;1,13
vívido;;1,6;1,72;2,72;1,08;1,44
vocalizar;;1,1;1,1;1,55;1,24;1
volar;;1,17;2,13;4,17;1,1;1,07
volcán;;2;4;1,53;2,2;1,6
voltear;;1,18;1,32;1,43;1,18;1
volumen;;1,27;1,4;1,77;1,57;1,47
voluntad;;1,2;1,33;3,53;1,3;1,03
voluptuosidad;;1,48;1,76;2,52;1,4;1,72
voluptuoso;;1,28;1,41;2,1;1,17;1,24
votar;;1,33;1,73;2,43;1,57;1,3
vómito;;1,9;1,77;1,23;1,73;4,47
yate;;1,13;1,53;3,53;1,17;1,23
yoga;;1,23;1,03;3;1,1;1,13
zafiro;;1,23;1,3;2,77;1,3;1,17
zapato;;1,1;1,1;2,17;1,1;1,3
zopenco;;2,37;1,57;1,43;1,83;1,5
zorro;;1,27;2,67;1,93;1,2;1,17
zurra;;1,9;2,6;1;2,95;1,25
