Palabra;Lexema;Tristeza;Miedo;Alegria;Ira;Asco
preludio;preludi;1,25;2,17;1,53;1,73;1,36
prematura;prematur;1,8;1,6;2,45;1,5;1,7
premiar;premi;1,13;1,37;4,33;1,23;1,07
premio;premi;1,07;1,47;4,47;1,13;1,03
premisa;premis;1,28;1,8;1,32;1,3;1,16
premura;premur;1,57;1,54;1,5;1,57;1,42
prenda;prend;1,13;1,1;1,97;1,2;1,2
prender;prend;2,25;1,74;2,37;1,95;1,8
prensa;prens;1,6;1,43;1,5;1,6;1,63
preocupación;preocup;3,7;3,83;1,1;2,37;1,43
preocupante;preocup;3,45;1,1;2,95;2,25;2,15
preocupar;preocup;3,73;3,97;1,1;2,07;1,4
preparación;prepar;1,2;2,45;1,35;1,1;1,1
preparado;prepar;1,3;1,57;3,5;1,1;1,07
preparador;prepar;1,25;2,45;1,42;1,25;1,2
preparar;prepar;1,28;1,53;2,79;1,07;1,1
preparatoria;preparatori;1,53;1,3;1,7;1,4;1,5
preponderancia;preponder;1,39;1,56;1,15;2;2,27
preponderante;preponder;1,29;1,4;1,23;2,4;2
preposición;preposicion;1,15;1,6;1,2;1,25;1,47
prepotencia;prepotent;2,85;1,25;1,89;3,6;3,15
prerrogativa;prerrog;1,64;1,33;1,73;1,71;1,93
presa;pres;2,57;2,63;1,27;2,2;1,83
presagiar;presagi;1,79;1,69;1,94;1,53;1,58
presagio;presagi;1,8;1,5;2,5;1,8;1,47
prescindir;prescind;2,8;1,3;1,95;2,2;1,53
prescribir;prescrib;1,2;2,11;1,3;1,4;1,4
prescripción;prescripcion;1,2;2;1,5;1,55;1,65
presencia;presenci;1,1;2,65;1,6;1,15;1,3
presenciar;presenci;1,3;2,3;1,65;1,75;1,21
presentación;present;1,37;2,7;1,75;1,4;1,35
presentador;present;1,23;1,43;2,53;1,47;1,4
presentadora;present;1,27;1,4;2,77;1,27;1,37
presentar;present;1,3;2,26;1,35;1,45;1,35
presente;present;1,93;2,2;2,97;1,33;1,4
presentimiento;present;1,65;1,95;2;1,9;1,3
preservación;preserv;1,25;2,35;1,2;1,28;1,17
preservar;preserv;1,2;2,63;1,2;1,21;1
preservativo;preserv;1,4;1,83;2,47;1,37;1,3
presidencia;president;1,65;1,8;2,05;2,15;1,9
presidenta;president;1,45;2;1,45;1,6;1,4
presidente;president;2,8;2,6;1,3;3,47;3,3
presidiar;presidi;1,89;1,6;2;1,89;1,44
presidio;presidi;3,22;1,06;2,44;2,59;1,61
presidir;presid;1,35;2,05;2,1;1,95;1,8
presión;presion;2,27;2,63;1,13;2,87;1,8
presionar;presion;2,95;1,65;2,45;2,2;1,9
preso;pres;2,77;3,03;1,4;2,5;1,8
prestación;prestacion;1,45;2,4;1,58;1,65;1,55
préstamo;prestam;2,55;2,2;2,4;1,95;2,35
prestar;prest;1,25;1,6;1,65;1,5;1,45
preste;prest;1,23;1,86;1,4;1,29;1,2
presteza;prestez;1,56;1,78;1,14;1,38;1,31
prestigio;prestigi;1,07;1,27;2,73;1,3;1,23
prestigioso;prestigi;1,05;3,2;1,3;1,6;1,3
presto;prest;1,16;2;1,05;1,31;1,29
presumido;presum;1,33;1,1;1,97;1,83;1,77
presumir;presum;2,05;2,65;1,75;2,5;2,25
presunción;presuncion;1,88;1,6;1,9;1,71;1,39
presunto;presunt;2,15;1,16;1,9;2,2;1,75
presuponer;presupon;1,65;1,95;1,8;2,1;2,05
presupuestaria;presupuestari;1,32;1,37;1,63;1,95;1,53
presupuesto;presupuest;1,85;1,6;2;2,05;1,35
pretemporada;pretempor;1,05;2,7;1,2;1,25;1,6
pretencioso;pretenci;1,93;1,38;1,07;2,86;2,31
pretender;pretend;1,75;1,95;1,1;1,85;1,4
pretendiente;pretendient;1,25;3,05;1,45;1,26;1,9
pretensión;pretension;1,68;1,53;1,89;2,26;1,55
pretérito;preterit;1,26;1,47;1,45;1,26;1,5
pretexto;pretext;1,53;1,55;1,6;1,63;1,6
prevalecer;prevalec;1,47;2,15;1,47;1,16;1,15
prevalencia;prevalent;1,37;1,78;1,61;1,35;1,24
prevaricación;prevar;2,29;1,13;2,08;3,54;2,86
prevención;prevencion;1,45;2,75;1,25;1,7;1,25
prevenir;preven;1,35;2,8;1,5;1,1;1,05
preventiva;prevent;1,45;2,05;1,3;1,37;1,1
prever;prev;1,15;2,5;1,53;1,6;1,2
previa;previ;1,16;2,05;1,15;1,05;1,1
previsible;previs;1,25;1,6;1,15;1,55;1,45
previsión;prevision;1,75;1,65;1,35;1,15;1,45
previsor;previsor;1,15;2,8;1,1;1,3;1,05
prima;prim;1,37;1,27;3,13;1,33;1,27
primacía;primac;1,7;1,59;1,89;1,75;1,72
primar;prim;1,39;2,83;1,27;1,22;1,86
primaria;primari;1,45;3;1,2;1,15;1,1
primavera;primaver;1,33;1,1;4;1,03;1
primer;prim;1,26;3,39;1;1,15;1,1
primera;primer;1;3,05;1,05;1,2;1,05
primigenio;primigeni;1,07;1,2;1,19;1,14;1,43
primitiva;primit;1,5;2,25;1,26;1,3;1,35
primitivo;primit;1,6;1,6;2,45;2,15;1,65
primo;prim;1,3;1,27;3,7;1,07;1,2
primogénito;primogenit;1,3;3,05;1,3;1,15;1,35
primordial;primordial;1,3;2,45;1,32;1,35;1,1
princesa;princes;1,47;1;2,47;1,43;1,83
principado;princip;1,4;1,8;1,2;1,45;1,3
príncipe;princip;1,33;1,17;2,4;1,57;1,37
principio;principi;1,1;2,85;1,6;1,1;1,15
prior;prior;1,1;2,17;1,1;1,3;1,55
priori;priori;1,11;2,05;1,2;1,45;1,26
prioridad;priorid;1,6;1,97;1,97;1,57;1,5
prioritario;prioritari;1,15;2,85;1,35;1,37;1,55
prisa;pris;1,75;1,1;1,65;2,65;1,85
prisión;prision;3,33;4;1,33;2,57;2,27
prisionera;prisioner;3,6;1,25;3,3;2,8;2,65
prisionero;prisioner;2,97;2,93;1,2;2,2;1,67
prisma;prism;1;1,8;1,05;1,05;1,1
priva;priv;1,71;1,68;1,65;1,61;1,77
privacidad;privac;1,33;1,63;2,63;1,37;1,17
privación;privacion;3,17;2,53;1,13;3,23;1,67
privar;priv;2,75;1,25;2,45;3,35;2,65
privatización;privatiz;2,55;1,5;2,45;3;2,55
privatizar;privatiz;3,05;1,3;2,75;2,85;2,95
privilegio;privilegi;1,77;1,57;3,37;1,83;1,8
proa;pro;1,1;2,26;1,35;1,11;1,1
probabilidad;probabil;1,6;1,8;1,5;1,5;1,47
probable;probabl;1,5;2,6;1,5;1,7;1,3
probar;prob;1,2;2,4;3,17;1,1;1,57
probeta;probet;1,15;2,47;1,3;1,05;1,47
problema;problem;3,1;3,43;1,23;2,33;1,63
problemática;problemat;2,55;1,35;2,9;2,6;2,55
procedencia;procedent;1,15;1,8;1,3;1,15;1,25
procedente;procedent;1,25;1,7;1,35;1,05;1,15
proceder;proced;1,25;2,15;1,35;1,3;1,25
procedimiento;proced;1,2;2,4;1,45;1,2;1,15
procesado;proces;1,9;1,6;1,8;1,65;1,45
procesador;proces;1,3;1,7;1,4;1,05;1,3
procesal;procesal;1,53;1,19;1,78;1,69;1,33
procesamiento;proces;1,4;1,95;1,4;1,45;1,25
procesar;proces;1,2;1,5;1,25;1,45;1,1
procesión;procesion;1,75;2,05;1,6;1,65;2,3
procesional;procesional;1,82;1,56;1,71;1,5;1,53
procesionaria;procesionari;1,81;1,35;1,71;2,47;2,19
proceso;proces;1,3;1,6;1,53;1,23;1,23
proclama;proclam;1,21;1,8;1,84;1,5;1,37
proclamación;proclam;1,45;2,75;1,75;1,55;1,4
proclamar;proclam;1,35;2,05;1,55;1,3;1,35
proclive;procliv;1,24;1,5;1,4;1,59;1,56
procreación;procreacion;1,11;3,45;1,35;1,26;1,45
procurador;procur;1,26;1,7;1,5;1,41;1,11
procurar;procur;1,25;2,1;1,15;1;1,15
prodigalidad;prodigal;1,43;2,73;1,91;1,54;1,44
prodigio;prodigi;1,2;1,4;3,77;1,1;1,1
prodigiosa;prodigi;1;3,32;1,15;1,2;1,2
pródigo;prodig;1,33;2,3;1,58;1,65;1,29
producción;produccion;1,15;2,9;1,3;1,05;1,05
producir;produc;1,1;3,1;1,35;1,2;1,05
productividad;product;1;3,65;1,1;1,4;1,35
productivo;product;1;3,35;1,15;1;1,1
producto;product;1,29;1,35;1,71;1,29;1,48
productor;productor;1,05;2,15;1,1;1,1;1,3
productora;productor;1;2,7;1,1;1,25;1,2
proeza;proez;1,47;2,88;1,21;1,13;1,12
profana;profan;2,45;1,1;2,37;2,37;1,68
profanación;profan;3,63;1,39;3,2;3,37;3,84
profano;profan;2,33;1,21;1,71;2,18;2,31
profecía;profec;1,9;1,7;1,8;1,8;2
proferir;profer;1,69;1,79;1,22;2,2;1,6
profesa;profes;1,22;1,58;1,5;1,19;1,36
profesión;profesion;1,05;2,7;1,5;1,15;1
profesional;profesional;1,25;2,9;1,15;1,05;1
profesionalidad;profesional;1,2;3,15;1,2;1,3;1,2
profesionalismo;profesional;1,05;3,4;1,1;1,25;1,45
profesionalización;profesionaliz;1,25;3,1;1,35;1,37;1,3
profesor;profesor;1,3;1,43;2,2;1,57;1,3
profesora;profesor;1,3;1,73;2,37;1,67;1,4
profesorado;profesor;1,6;2;1,55;1,8;1,35
profunda;profund;1,5;2,25;2;1,5;1,75
profundidad;profund;1,9;2,45;2,6;1,55;1,55
profundización;profundiz;1,65;2,05;1,4;1,3;1,3
profundizar;profundiz;1,4;2,75;1,65;1,15;1,15
profundo;profund;1,8;1,8;2,2;1,55;1,1
profusión;profusion;1,22;1,62;1,64;1,33;2,15
progenitor;progenitor;1,2;3;1,4;1,25;1,45
programa;program;1,43;1,43;2,57;1,57;1,67
programación;program;1,15;2,35;1,15;1,3;1,25
programador;program;1,1;1,9;1,1;1,1;1,1
programar;program;1,31;1,66;1,97;1,28;1,24
progresar;progres;1,1;3,8;1,35;1,25;1
progresión;progresion;1;3,6;1,11;1,2;1
progresista;progres;1,25;3,1;1,6;1,75;1,35
progresiva;progres;1,1;2,42;1,05;1;1,15
progreso;progres;1,27;1,6;3,93;1,03;1,03
prohíbe;prohib;2,85;1,1;2,8;3,3;2,45
prohibición;prohibicion;2,67;2,4;1,1;3,07;1,83
prohibir;prohib;3,35;1,2;2,4;3;2,9
prójimo;projim;1,45;2,75;1,15;1,5;1,55
prole;prol;2,43;1,5;1,6;2,13;1,31
proletaria;proletari;1,75;2,05;1,44;1,45;1,11
proletariado;proletari;2,15;1,8;1,6;1,42;1,15
proliferación;prolifer;1,25;2;1,56;1,65;2,47
prolífico;prolif;1;1,62;1,5;1,42;1,23
prólogo;prolog;1,39;1,8;1,35;1,2;1,25
prolonga;prolong;1,25;2,05;1,32;1,2;1,35
prolongación;prolong;1,05;2,3;1,5;1,55;1,6
prolongar;prolong;1,15;2,45;1,65;1,85;1,75
promediar;promedi;1,26;1,45;1,06;1,37;1,6
promedio;promedi;1,45;1,85;1,45;1,25;1,15
promesa;promes;2,15;3,25;2,1;1,45;1,25
prometedor;prometedor;1,45;3,6;1,4;1,5;1,15
prometer;promet;1,75;2,6;1,6;1,85;1,4
prometida;promet;1,5;3,4;1,35;1,2;1,5
prometido;promet;1;2,9;1,4;1,3;1,15
prominente;prominent;1,35;2,33;1,65;1,5;1,47
promoción;promocion;1,27;1,17;2,7;1,07;1,17
promocional;promocional;1,1;1,75;1,05;1,6;1,4
promocionar;promocion;1,1;2,55;1,2;1,5;1,3
promotor;promotor;1;1,9;1,2;1,55;1,25
promover;promov;1,1;2,21;1,25;1,3;1,1
promulgación;promulg;1,24;1,56;1,44;1,71;1,45
promulgar;promulg;1,61;1,5;1,6;1,85;1,84
pronombre;pronombr;1,2;1,5;1,1;1,1;1,3
pronosticar;pronostic;1,68;2;2,2;1,35;1,4
pronóstico;pronost;1,7;2,35;2,05;1,15;1,7
pronta;pront;1;1,69;1,29;1,54;1,08
prontitud;prontitud;1,25;2,3;1,3;1,47;1,12
pronto;pront;1,2;2,7;1,3;1,4;1,3
pronuncia;pronunci;1,17;2,2;1,15;1,3;1,35
pronunciación;pronunci;1,3;2,15;1,15;1,55;1,05
pronunciamiento;pronunci;1,55;2,1;2,3;2;1,6
pronunciar;pronunci;1,1;2,55;1,25;1;1,2
propagación;propag;1,65;1,35;2,1;1,79;1,85
propaganda;propagand;1,45;1,6;1,4;2,15;1,95
propagar;propag;1,6;1,26;2,55;1,8;1,75
propano;propan;1,5;1,22;2,15;1,26;2,5
propensión;propension;1,38;1,53;1,9;1,8;1,35
propenso;propens;2,25;1,35;1,95;1,6;1,2
propiciar;propici;1,65;2,35;1,5;1,45;1,4
propicio;propici;1,05;2,5;1,3;1,21;1,26
propiedad;propied;1,5;2,3;1,85;1,4;1,3
propietaria;propietari;1,1;2,7;1,25;1,3;2,05
propietario;propietari;1,47;1,73;2,3;1,7;1,57
propina;propin;1,2;3,5;1,35;1,1;1,15
propinar;propin;1,6;1,89;1,47;1,95;1,53
propio;propi;1,25;2,35;1,2;1,1;1,2
proponer;propon;1,2;2,7;1,4;1,1;1,05
proporción;proporcion;1,43;1,33;1,6;1,33;1,3
proporcional;proporcional;1,25;2;1,35;1,4;1,25
proporcionalidad;proporcional;1,35;2,05;1,15;1,3;1,25
proporcionar;proporcion;1,05;2,55;1,35;1,25;1,05
proposición;proposicion;1,3;2,84;1,45;1,45;1,55
propósito;proposit;1,5;3,4;1,3;1,45;1,2
propuesta;propuest;1,37;2,5;3,17;1,33;1,23
propugnar;propugn;1,43;1,56;1,5;1,72;1,82
propulsión;propulsion;1,2;1,89;1,75;1,15;1,05
propulsor;propulsor;1,3;2;1,5;1;1,32
prórroga;prorrog;1,25;2;1,45;1,6;1,56
prorrogar;prorrog;1,65;2,16;1,35;2;1,4
prosa;pros;1,45;2,42;1;1,1;1,3
proseguir;prosegu;1;2,6;1;1,15;1,2
prospecto;prospect;1,7;1,85;1,85;1,7;1,35
próspera;prosper;1,16;3,55;1,15;1,05;1,2
prosperar;prosper;1,27;1,8;4,37;1,03;1,07
prosperidad;prosper;1,3;1,77;3,77;1,17;1,13
próstata;prostat;1,75;1,4;1,9;1,6;2,75
prostitución;prostitu;3,95;1,15;2,95;3,05;3,25
prostituir;prostitu;3,53;2,37;1;2,47;2,83
prostituta;prostitut;3,43;1,43;1,13;1,57;2,13
protagonismo;protagon;1,75;2,47;1,55;2,45;1,74
protagonista;protagon;1,25;3;1,1;1,55;1,55
protagonizar;protagoniz;1,05;3,4;1,7;1,75;1,5
protección;proteccion;1,75;3,6;1,4;1,55;1,25
proteccionismo;proteccion;2;2,3;1,6;2,11;1,75
proteccionista;proteccion;1,89;2,2;1,45;1,8;1,63
protector;protector;1,3;3,1;1,25;1,5;1,6
protectorado;protector;1,16;2,29;1,47;1,71;1,22
proteger;proteg;1,53;2,1;3,5;1,53;1,03
protegido;proteg;1,37;1,83;3,23;1,23;1,13
proteína;protein;1;2,15;1,11;1,3;1,05
prótesis;protesis;2,77;2,77;1,5;1,47;1,77
protesta;protest;2,1;2,25;2;2,6;1,65
protestante;protest;1,45;1,65;1,55;1,6;1,75
protestantismo;protestant;1,58;1,75;1,33;1,9;1,7
protestar;protest;1,9;1,55;2;2,95;1,7
protocolo;protocol;1,42;1,6;1,4;1,75;1,45
prototipo;prototip;1,6;1,8;1,35;2,1;1,55
provecho;provech;1,4;2,45;1,2;1,5;1,55
provechoso;provech;1,35;3,15;1,53;1,45;1,5
proveedor;proveedor;1,3;1,5;1,35;1,15;1,25
proveer;prov;1,3;1,47;1;1,15;1,11
proveniente;provenient;1,33;1,95;1,11;1,26;1,11
provenir;proven;1,85;2,42;1,45;1,16;1,21
provenzal;provenzal;1,16;1,67;1;1,28;1,22
proverbial;proverbial;1,33;1,79;1,12;1,33;1,2
proverbio;proverbi;1,15;2,55;1,11;1,1;1,32
providencia;provident;1,29;2;1,61;1,4;1,76
providencial;providencial;1,53;1,79;1,38;1,26;1,37
provincia;provinci;1,43;1,2;1,43;1,33;1,27
provincial;provincial;1,2;2,3;1,15;1,2;1,35
provisión;provision;1,2;2,95;1,55;1,25;1
provisional;provisional;1,3;1,84;1,55;1,65;1,1
provocación;provoc;1,63;1,97;2;2,77;1,87
provocador;provoc;1,4;2,05;1,9;2,65;2,25
provocar;provoc;2,25;2,05;2,2;2,7;2,1
proxeneta;proxenet;2,6;2,8;1,12;3,32;3,48
proximidad;proxim;1,1;3,25;1,4;1,35;1,3
próximo;proxim;1,42;2,55;1,15;1,25;1
proyección;proyeccion;1,15;2;1,6;1,65;1,3
proyectar;proyect;1,2;2,35;1,55;1,1;1,15
proyectil;proyectil;2,95;1,05;3,1;2,9;2,1
proyecto;proyect;1,05;3;1,6;1,05;1,15
prudencia;prudenci;1,35;2,45;1,25;1,3;1,3
prudente;prudent;1,05;2,85;1,3;1,15;1,1
prueba;prueb;1,8;1,75;2,2;1,7;1,6
pseudónimo;pseudonim;1,22;1,9;1,25;1,32;1,32
psicóloga;psicolog;1,17;1,43;3,27;1,03;1
psicología;psicolog;1,4;4,1;1,25;1,6;1,11
psicológicas;psicolog;1,55;2,4;1,3;1,35;1,2
psicológico;psicolog;1,6;3,4;1,8;1,2;1,1
psicólogo;psicolog;1,5;3,2;1,35;1,25;1,2
psicópata;psicopat;3;4,13;1,03;2,97;2,6
psicosis;psicosis;2,9;3,6;1,27;2,63;1,77
psique;psiqu;1,35;2,26;1,67;1,42;1,05
psiquiatra;psiquiatr;1,57;1,9;2,13;1,3;1,2
psiquiatría;psiquiatr;2,5;2,15;2,35;1,85;1,55
psiquiátrico;psiquiatr;3,2;1,65;2,55;1,85;1,9
psíquica;psiquic;1,8;2,6;2,26;1,5;1,45
psoriasis;psoriasis;2,72;1,08;3,13;2,24;3,06
púa;pua;1,5;1,75;2;1,45;1,65
pubertad;pubert;1,6;2,1;1,7;2,15;1,85
pubis;pubis;1,2;1,8;1,37;1,15;1,45
pública;public;1,3;3,1;1,5;1,2;1,55
publicación;public;1,2;1,73;2,87;1,3;1,1
publicar;public;1,25;2,35;1,7;1,16;1,2
publicidad;public;1,77;1,33;1,9;2,13;2,03
publicista;public;1,27;1,3;1,63;1,53;1,4
publicitaria;publicitari;1,3;2,3;1,45;1,45;1,9
público;public;1,3;3;1,9;1,2;1,6
puchero;pucher;1,68;1,9;1,26;1,32;1,47
pudor;pudor;2,2;1,39;1,85;2;2,3
puebla;puebl;1,24;1,67;1,22;1,18;1,27
pueblecito;pueblecit;1,35;3,55;1,1;1;1,15
pueblito;pueblit;1,45;2,9;1;1,05;1,1
pueblo;puebl;1,53;1,33;3,17;1,27;1,2
puente;puent;1,37;1,67;2,27;1,3;1,03
puerco;puerc;1,95;1,35;1,68;2,5;3,25
pueril;pueril;1,31;1,57;1,58;2,07;2,07
puerro;puerr;1,2;1,58;1,05;1,42;1,95
puerta;puert;1,33;1,37;1,4;1,2;1,17
puertas;puert;1,1;2,1;1,15;1,35;1,1
puerto;puert;1,57;1,33;2,87;1,1;1,33
puertorriqueño;puertorriqueñ;1;1,9;1,1;1,15;1,25
pues;pues;1,11;1,7;1,05;1,35;1,16
puesta;puest;1,75;2,45;1,15;1,11;1,16
puesto;puest;1;2,1;1,2;1,25;1,4
puf;puf;2,05;1,88;1,56;2,05;1,39
pugna;pugn;2,2;1,17;1,85;2,57;2,07
pujante;pujant;1,62;1,29;1,46;2;1,47
pujanza;pujanz;1,73;1,93;1,29;1,54;1,45
pulga;pulg;1,13;1,9;1,07;1,5;3,47
pulgada;pulg;1;1,8;1;1,32;1,47
pulgar;pulg;1;1,5;1,2;1,05;1,4
pulgón;pulgon;1,45;1,39;2;1,87;2,83
pulidora;pulidor;1,2;1,95;1,5;1,2;1,35
pulmón;pulmon;1,3;1,85;1,45;1,1;1,74
pulmonar;pulmon;1,75;1,85;2,3;1,2;1,8
pulmonares;pulmonar;1,4;1,3;2,3;1,2;1,9
pulmonía;pulmon;3,3;1,05;3,9;2,15;2,5
pulpa;pulp;1,25;1,44;1;1,85;2,2
pulpería;pulp;1,16;1,75;1;1,31;2,1
púlpito;pulpit;1,44;1,61;1,64;1,61;1,29
pulpo;pulp;1,2;1,53;2,1;1,03;2,1
pulsar;puls;1;1,95;1,5;1,55;1,15
pulsera;pulser;1,1;1,07;2,47;1,03;1,2
pulso;puls;1,15;2,2;1,55;1,55;1,25
puma;pum;1,25;2,35;2,95;1,35;1,05
punk;punk;1,3;2,05;1,95;1,47;1,4
punky;punky;1,3;2,26;1,35;1,35;1,4
punta;punt;1,1;1,7;1,65;1,2;1,05
puntaje;puntaj;1,25;1,67;1,13;1,8;1,24
puntapié;puntapi;1,87;1,77;1,17;2,73;1,43
puntería;punt;1;2,84;1,4;1,6;1,15
puntiaguda;puntiagud;1,7;1,47;2,35;1,95;1,6
punto;punt;1,5;1,3;1,05;1,1;1,2
puntuación;puntuacion;1,45;2,8;1,8;1,95;1,15
puntual;puntual;1,15;2,9;1,15;1,55;1,1
puntualidad;puntual;1,35;3,25;1,25;1,3;1,1
puntualizar;puntualiz;1,4;2;1,3;1,95;1,3
punzante;punzant;2,3;1,2;2,9;2,5;2,26
puñado;puñ;1,3;1,75;1,35;1,7;1,4
puñal;puñal;2,5;3,93;1,23;2,93;2,13
puñalada;puñal;3,67;4,47;1,03;4,17;3
puñetazo;puñetaz;2,9;1,35;3,15;3,6;2,65
puño;puñ;2;3,03;1,31;3,66;1,93
pupila;pupil;1,43;1,67;1,9;1,3;1,3
pupitre;pupitr;1,2;2;1,05;1,35;1,6
pura;pur;1,35;3,25;1,25;1,1;1,2
puras;pur;1,33;2,2;1,22;1,2;1,58
puré;pur;1,25;2,2;1;1,25;2,25
pureza;purez;1,13;1,1;3,33;1,07;1,03
purga;purg;3,29;1,68;2,88;2,9;2,84
purgatorio;purgatori;3,03;3,59;1,17;2;2,14
purificación;purif;1,3;2,55;1,53;1,5;2,4
purificar;purific;1,45;2,5;1,4;1,4;1,7
puro;pur;1;1,23;2,57;1,1;1,13
púrpura;purpur;1,15;2,2;1;1,25;1,4
purulento;purulent;1,88;2,42;1;1,35;4,12
pus;pus;1,93;2,13;1;1,43;4,33
pústula;pustul;2,25;2,7;1,25;2,05;4,1
puta;put;3,47;2,23;1,23;2,63;2,47
putrefacción;putrefaccion;3,25;1;2,75;2,53;4,65
putrefacto;putrefact;1,77;1,87;1,07;1,37;4,37
puzle;puzl;1,3;1,07;3,07;1,47;1,07
quad;quad;1,56;2,17;1,5;1,13;1,05
que;que;1;1,4;1,15;1,1;1,3
quebrada;quebr;2,45;1,3;2,21;2,05;1,74
quebrantahuesos;quebrantahues;2,37;1,39;2,6;2,05;2,63
quebrantar;quebrant;3,16;1,4;2,42;3,1;1,7
quebranto;quebrant;2,56;1,35;2,53;2,67;2
quebrar;quebr;2,8;1,15;2,7;2,35;1,95
quechua;quechu;1,44;2,82;1,06;1,26;1,21
quedar;qued;1,3;3,75;1,5;1,2;1,1
quedo;qued;1,14;1,5;1,12;1,42;1,06
quehacer;quehac;1,26;2,25;1,47;1,85;1,94
queja;quej;2,23;1,93;1,2;2,77;1,47
quejar;quej;2,2;1,15;1,65;2,5;2,05
quejumbroso;quejumbr;2,71;1,76;1,12;2,36;2,16
quema;quem;2,65;1,4;3,05;2,75;1,75
quemadura;quemadur;2,63;2,87;1;2,13;1,77
quemar;quem;3,03;3,83;1,13;3,43;2,2
querella;querell;2,13;1,33;2,5;3,15;2
querer;quer;1,55;4,25;2,1;1,2;1,1
querida;quer;1,8;1,73;3,67;1,67;1,5
querido;quer;2,27;2,4;3,9;1,83;1,6
queroseno;querosen;1,25;2,54;1,08;1,21;1,92
queso;ques;1;3,4;1,05;1,45;1,4
quicio;quici;1,93;1,47;1,65;3,05;2,59
quiebra;quiebr;3,6;3,47;1,03;2,97;1,4
quien;qui;1,1;2,35;1,15;1,05;1,2
quieto;quiet;2,27;2,17;1,57;1,43;1,43
quietud;quietud;1,62;1,62;1,72;1,45;1,31
quilla;quill;1,58;1,4;1;1,36;1,75
quimera;quimer;1,65;2;1,65;2,13;1,52
químico;quimic;1,5;1,45;1,95;1,5;1,65
quimioterapia;quimioterapi;4,2;4,43;1,17;2,93;2,13
quincena;quincen;1,4;2,53;1,3;1,35;1,1
quinta;quint;1,2;1,95;1,15;1,1;1,2
quinteto;quintet;1,05;2,15;1;1,3;1,21
quinto;quint;1,75;2,15;1,25;1,1;1,15
quiosco;quiosc;1,23;1,1;1,97;1,23;1,13
quirófano;quirofan;3,15;1,3;3,85;1,79;2,05
quiste;quist;3,35;1,1;3,3;2,58;3,35
quitameriendas;quitameriend;3,05;1,17;1,71;3,35;2,41
quitar;quit;2,7;1,25;2,25;2,5;1,5
quite;quit;1,69;1,59;1,4;1,5;1,47
quito;quit;1,18;2,26;1,17;1,6;1,67
quizá;quiz;2,15;1,75;2,05;1,65;1,6
quizás;quizas;2,15;2,05;1,65;2,4;1,55
rábano;raban;1,32;1,63;1;1,21;2,15
rabia;rabi;2,57;2,53;1,1;4,1;2,1
rabino;rabin;1,25;1,35;1,53;1,56;1,63
rabioso;rabios;2,75;1,2;2,85;3,9;2,1
rabo;rab;1,15;1,55;1,15;1,1;2,1
racha;rach;1,4;2,1;1,35;1,68;1,05
racial;racial;1,77;1,77;1,97;1,77;1,63
racimo;racim;1,47;2,47;1,4;1,53;1,4
raciocinio;raciocini;1,87;2,64;1,25;1,29;1,39
ración;racion;1,25;2,05;1,45;1,45;1,25
racional;racional;1,3;2,25;1,05;1,3;1,25
racionalidad;racional;1,95;3;1,45;1,35;1,25
racionalismo;racional;1,4;2,4;1,1;1,5;1,2
racionalista;racional;1,25;2,2;1,4;1,35;1,55
racionalización;racionaliz;2,05;2,1;1,8;1,45;1,35
racionalizar;racionaliz;1,65;2,5;1,35;1,55;1,42
racismo;racism;3,45;1,15;3,6;4,3;4,25
racista;racist;4,1;1;3,35;4,75;4,5
radar;rad;1,55;1,35;2,05;2,3;2,15
radiación;radiacion;2,7;1,3;3,25;2,95;2,15
radiactividad;radiact;2,42;1,05;3,65;2,25;2,7
radiactivo;radiact;2,95;1,15;3,95;2;2,3
radiador;radiador;1,1;1,17;1,7;1,07;1,03
radiadores;radiador;1,3;3,15;1,3;1,26;1,25
radial;radial;1,35;1,16;2,16;1,5;1,25
radiante;radiant;1,1;1,17;3,73;1,03;1,03
radical;radical;2,65;1,2;2,65;2,85;2,63
radicalismo;radical;3,9;1,1;3,9;4;3,45
radicalización;radicaliz;3,16;1,1;3,85;3,65;3,74
radicar;radic;1,85;1,5;2,25;2,25;1,85
radio;radi;1,4;1,1;2,77;1,13;1,03
radiodifusión;radiodifusion;1,42;2,21;1,33;1,26;1,05
radiofónico;radiofon;1,11;2,45;1;1,44;1,11
radiografía;radiograf;1,65;1,9;2,05;1,45;1,35
radiólogo;radiolog;1,5;1,37;1,55;1,55;1,1
radioterapia;radioterapi;3,3;1,16;2,95;2,45;1,74
ráfaga;rafag;1,5;1,8;2,05;1,55;1,45
rafting;rafting;1,4;2,8;2,05;1,5;1,37
raíces;raic;1,1;2,85;1,15;1,1;1,25
raíz;raiz;1,2;1,9;1,2;1,1;1,6
rallador;rallador;1,3;1,6;1,4;1,55;1,7
rally;rally;1,26;1,58;2,32;1,67;1,2
rama;ram;1,05;1,75;1,25;1,2;1,15
ramaje;ramaj;1,17;1,65;1,29;1,29;1,18
ramal;ramal;1,17;1,74;1,22;1,25;1,06
rambla;rambl;1,05;1,95;1;1,44;1,32
ramillete;ramillet;1,21;2,47;1,18;1,17;1,05
ramo;ram;1,47;1,27;3,1;1,07;1,03
rampa;ramp;1,45;1,8;1,5;1,2;1,25
rana;ran;1,27;1,3;2,67;1,17;1,8
ranchera;rancher;1,11;1,61;1,39;1,2;1,7
rancho;ranch;1,1;2,15;1,15;1,05;1,9
