Word;lexema;tristeza;alegria;miedo;ira;asco;tipoPalabra;genero;numero
sedimento;sediment;1,5;1,47;1,58;1,3;1,74;NOUN;M;S
seducción;seduccion;1,13;1,7;3,6;1,3;1,4;NOUN;F;S
seducir;seduc;1,13;1,67;3,53;1,1;1,23;VERB;X;X
seductor;seductor;1,13;1,5;2,93;1,3;1,33;NOUN;M;S
seductora;seductor;1,45;1,35;3,2;1,3;1,6;NOUN;F;S
segmentación;segment;1,65;1,79;1,53;1,45;1,65;NOUN;F;S
segmento;segment;1;1,05;1,53;1,3;1,25;NOUN;M;S
segregación;segreg;2,32;1,9;1,15;2,11;2,2;NOUN;F;S
seguida;segu;1,3;1,45;2;1,45;1,05;ADJ;F;S
seguidor;seguidor;1,25;1,4;2,4;1,25;1,65;NOUN;M;S
seguimiento;seguimient;1,45;1,95;1,75;1,8;1,6;NOUN;M;S
seguir;segu;1,1;1,45;2,95;1,3;1,4;VERB;X;X
según;segun;1,25;1,25;1,8;1,35;1,2;ADP;X;X
segunda;segund;1,85;1,4;1,7;1,65;1,25;ADJ;F;S
segundo;segund;1,85;1,5;2,05;1,6;1,45;ADJ;M;S
seguridad;segur;1,4;1,8;3,4;1,3;1,13;NOUN;F;S
seguro;segur;1,13;1,4;3,53;1,03;1,03;ADV;X;X
seísmo;seism;3,05;2,45;1,33;2,28;1,72;NOUN;M;S
selección;seleccion;1,4;1,25;2,05;1,35;1,75;NOUN;F;S
seleccionador;seleccion;1,55;1,6;2,35;1,75;1,25;NOUN;M;S
seleccionar;seleccion;1,4;1,2;1,85;1,8;1,4;VERB;X;X
selectiva;select;1,4;2,05;1,75;1,68;1,3;ADJ;F;S
selectividad;select;2,25;3,05;1,3;2,55;3,2;NOUN;F;S
selecto;select;1,2;1,55;2,21;2,05;1,79;NOUN;M;S
selenio;seleni;1,24;2;1,39;1;1,13;PROPN;X;X
sellar;sell;1,1;1,14;1,21;1,07;1;ADJ;X;S
sello;sell;1,1;1,1;1,95;1,5;1,15;NOUN;M;S
selva;selv;1,21;3;2,9;1,28;1,52;PROPN;X;X
semáforo;semafor;1,23;1,4;1,23;1,67;1,17;NOUN;M;S
semana;seman;1,15;1,1;2,55;1,15;1,2;NOUN;F;S
semanal;semanal;1,1;1,05;2,5;1,1;1,15;ADJ;X;S
semanario;semanari;1,21;1,16;1,31;1,16;1,2;NOUN;M;S
semántica;semant;1,15;1,05;1,8;1,4;1,4;PROPN;X;X
semblante;semblant;1,25;1,25;2,16;1,21;1,25;ADJ;X;S
sembrar;sembr;1,2;1,1;2,3;1,45;1,4;VERB;X;X
semejanza;semej;1,1;1,3;2,47;1,2;1,25;NOUN;F;S
semen;sem;1,1;1,4;2,05;1,35;2,8;PROPN;X;X
semestral;semestral;1,6;1,8;1,55;1,35;1,42;ADJ;X;S
semestre;semestr;1,75;1,8;1,55;1,7;1,65;NOUN;M;S
semi;semi;1,1;1,28;1,26;1,47;1,25;ADJ;M;S
semicircular;semicircul;1,15;1;1,55;1,2;1,11;ADJ;X;S
semicírculo;semicircul;1,2;1,1;1,4;1,15;1,15;NOUN;M;S
semifinal;semifinal;1,55;1,8;3,35;1,4;1;NOUN;F;S
semilla;semill;1,05;1,1;2,1;1,2;1,4;PROPN;X;X
semillita;semillit;1,05;1;2,8;1;1,2;VERB;X;S
seminario;seminari;1,45;1,65;1,85;1,45;1,55;NOUN;M;S
seminarista;seminar;1,3;1,28;1,75;1,21;1,74;ADJ;X;S
senado;sen;2,15;1,65;1,25;2,35;2,15;ADJ;M;S
senador;senador;1,68;1,4;1,3;2,16;2,45;NOUN;M;S
senadora;senador;1,72;1,59;1,69;2,55;2,34;PROPN;X;X
sencillez;sencillez;1,6;1,1;3,5;1,25;1,2;NOUN;F;S
sencillo;sencill;1,33;1,5;2,73;1,1;1,17;ADJ;M;S
senda;send;1,16;1,11;2,42;1,16;1,16;PROPN;X;X
senderismo;sender;1,23;1,33;3,53;1,13;1,17;NOUN;M;S
sendero;sender;1,35;1,25;3,65;1,1;1,35;NOUN;M;S
senior;senior;1,6;1,1;2,15;1,28;1,32;ADJ;X;S
seno;sen;1,1;1,07;1,77;1,1;1,07;NOUN;M;S
sensación;sensacion;1,4;1,4;2,9;1,75;1,42;NOUN;F;S
sensacional;sensacional;1;1,05;4,15;1,05;1;ADJ;X;S
sensacionalista;sensacional;1,45;1,75;1,75;2;2,2;ADJ;X;S
sensatez;sensatez;1,35;1,3;3,45;1,25;1,05;NOUN;F;S
sensato;sensat;1,73;1,7;2,87;1,27;1,13;ADV;X;X
sensibilidad;sensibil;2,37;2,07;2,8;1,33;1,17;NOUN;F;S
sensibilización;sensibiliz;2,2;1,45;2,9;1,1;1,35;NOUN;F;S
sensibilizar;sensibiliz;2,6;1,25;3,25;1,2;1,15;VERB;X;X
sensible;sensibl;2,35;1,55;2,55;1,35;1,3;ADJ;X;S
sensor;sensor;1,2;1,63;2;1,3;1,15;PROPN;X;X
sensorial;sensorial;1,2;1,4;2,8;1;1,25;ADJ;X;S
sensual;sensual;1,05;1,25;3,7;1,25;1,3;ADJ;X;S
sensualidad;sensual;1,33;1,5;3,63;1,23;1,2;NOUN;F;S
sentar;sent;1,05;1,05;2,6;1,05;1,15;VERB;X;X
sentencia;sentenci;2,4;2,75;1,4;2,9;2,1;NOUN;F;S
sentenciar;sentenci;2,84;3,1;1,4;2,65;2,15;VERB;X;X
sentido;sent;1,68;1,2;3,26;1,15;1,05;NOUN;M;S
sentimental;sentimental;1,85;1,5;3,15;2,05;1,5;ADJ;X;S
sentimentalismo;sentimental;2,25;1,6;2,7;1,3;1,5;NOUN;M;S
sentimiento;sentimient;3,33;2,9;3,97;2,47;1,97;NOUN;M;S
sentir;sent;2,58;3,23;4,19;2,45;1,94;VERB;X;X
seña;señ;1,42;1,32;1,63;1,18;1;PROPN;X;X
señal;señal;1,37;1,93;2,03;1,57;1,3;NOUN;F;S
señalización;señaliz;1,25;1,2;1,85;1,55;1,05;NOUN;F;S
señor;señor;1,11;1,6;1,8;1,2;1,6;NOUN;M;S
señora;señor;1,2;1,25;2,4;1,2;1,15;NOUN;F;S
señoría;señor;1,45;1,85;1,55;1,8;1,9;VERB;X;S
señorial;señorial;1,35;1,53;2,2;1,65;2,05;ADJ;X;S
señorío;señori;1,7;1,25;1,45;2,45;2,05;PROPN;X;X
señorita;señorit;1,25;1,1;2,95;1,3;1,1;ADJ;X;S
señorito;señorit;1,25;1,05;1,95;1,8;2,35;NOUN;M;S
separación;separ;4;3,33;1,47;2,47;1,53;NOUN;F;S
separado;separ;2,85;1,9;1,5;1,9;1,7;ADJ;M;S
separador;separ;1,6;1,45;1,4;1,6;1,5;PROPN;X;X
separapáginas;separapagin;1,21;1,2;1,74;1,37;1,15;NOUN;F;P
separar;separ;2,55;2,15;1,3;1,8;1,35;VERB;X;X
separatismo;separat;2,05;2;1,6;2,44;2,6;NOUN;M;S
separatista;separat;2,2;2,5;1,35;2,85;2,32;ADJ;X;S
sepia;sepi;1,3;1,48;1,81;1,15;2,15;ADJ;F;S
septentrional;septentrional;1,19;1,31;1,38;1,31;1,12;ADJ;X;S
septiembre;septiembr;2,2;1,55;1,45;1,95;1,4;NOUN;X;X
séptimo;septim;1,35;1,05;2,25;1,5;1,15;ADJ;M;S
sepulcral;sepulcral;2,8;2,42;1,26;2;2,05;ADJ;X;S
sepulcro;sepulcr;3,7;3,37;1,32;1,85;2,6;PROPN;X;X
sepultura;sepultur;3,7;2,95;1;2;2,1;NOUN;F;S
sepulturero;sepulturer;3,23;2,17;1,03;1,13;1,43;NOUN;M;S
sequedad;sequed;2,3;1,75;1,15;1,95;2,1;NOUN;F;S
sequía;sequ;3,17;2,63;1;2,07;1,17;NOUN;F;S
séquito;sequit;2;2,07;1,65;2,65;1,94;ADJ;M;S
ser;ser;1,35;1,35;3,25;1,45;1,1;AUX;X;X
será;ser;1,65;1,35;2;1,1;1,25;AUX;X;S
serafín;serafin;1,28;1,19;1,65;1,22;1,59;PROPN;X;X
serbia;serbi;1,4;1,37;1,89;1,11;1,11;PROPN;X;X
serena;seren;1,25;1,05;2,8;1,05;1,35;VERB;X;S
serenidad;seren;1,34;1,21;3,31;1;1;NOUN;F;S
sereno;seren;1,25;1,15;3,3;1,15;1,05;ADJ;M;S
serial;serial;1,47;1,74;1,5;1,3;1,58;ADJ;X;S
serie;seri;1,15;1,35;3,4;1,15;1,1;NOUN;F;S
seriedad;seried;1,9;1,67;1,33;1,47;1,2;NOUN;F;S
serio;seri;2,33;1,9;1,17;1,83;1,7;ADJ;M;S
sermón;sermon;2,15;2;1,2;3,15;2,45;PROPN;X;X
serpiente;serpient;1,47;3,13;1,37;1,53;2,77;ADV;X;X
serranía;serran;1,06;1,5;1,88;1,25;1,06;NOUN;F;S
serrano;serran;1,05;1,15;2,35;1,2;1,4;NOUN;M;S
serrar;serr;1,63;2,47;1,75;2;1,68;VERB;X;X
serrucho;serruch;1,5;1,95;1,47;1,7;1,45;ADV;X;X
servicial;servicial;1,45;1,35;2,65;1,55;1,4;ADJ;X;S
servicio;servici;1,25;1,2;2,2;1,25;1,75;NOUN;M;S
servidor;servidor;1,7;1,2;2,25;1,55;1,45;NOUN;M;S
servidumbre;servidumbr;3,1;2,55;1,17;2,97;2,53;NOUN;F;S
servil;servil;1,68;1,47;1,81;1,76;1,58;PROPN;X;X
servilleta;servillet;1,1;1;1,6;1;1,43;PROPN;X;X
servir;serv;1,7;1,5;1,25;1,55;1,7;VERB;X;X
sesenta;sesent;1,4;1,4;1,7;1,4;1,4;NUM;X;P
sesgo;sesg;2,11;1,56;1,63;2,17;1,56;PROPN;X;X
sesión;sesion;1,3;1,2;2,3;1,15;1,15;NOUN;F;S
seso;ses;1,6;1,89;1,32;1,25;3,25;NOUN;M;S
set;set;1,11;1,05;2,16;1,44;1,17;NOUN;M;S
setenta;setent;1,7;1,26;1,53;1,1;1,4;VERB;X;S
setiembre;setiembr;2,38;1,5;1,73;2,33;1,88;NOUN;M;S
seudónimo;seudonim;1,3;1,5;2,05;1,6;1,25;ADV;X;X
severa;sever;2,3;1,95;1,4;2,05;1,68;PROPN;X;X
severidad;sever;2,13;2,63;1,2;2,87;2,13;NOUN;F;S
sevillana;sevillan;1,2;1;2,5;1,05;1,15;PROPN;X;X
sevillano;sevillan;1,1;1;3,4;1,1;1,1;ADJ;M;S
sevillista;sevill;1,05;1,37;1,75;1,35;1,26;ADJ;X;S
sexenio;sexeni;1,1;1,11;1,55;1,79;1,5;NOUN;M;S
sexo;sex;1,07;1,37;4,37;1,17;1,2;NOUN;M;S
sexta;sext;1,4;1,25;1,75;1,25;1;ADJ;F;S
sexto;sext;1,25;1;1,55;1,15;1,05;ADJ;M;S
sexual;sexual;1,2;1,4;3,55;1,35;1,25;ADJ;X;S
sexualidad;sexual;1,13;1,63;3,9;1,23;1,37;NOUN;F;S
sexy;sexy;1,13;1,07;4,07;1,13;1,1;PROPN;X;X
shorts;shorts;1,1;1,3;2,55;1,15;1,63;PROPN;X;X
show;show;1,3;1,25;3,5;1,35;1,2;PROPN;X;X
siciliano;sicilian;1,25;1,44;1,68;1,11;1,3;ADJ;M;S
sida;sid;4,25;4,45;1;3,2;3,5;PROPN;X;X
siderurgia;siderurgi;1,16;1,28;2;1,21;1,41;PROPN;X;X
siderúrgica;siderurg;1,45;1,89;1,4;1,58;1,25;ADJ;F;S
sidra;sidr;1,05;1,05;3,1;1,1;2,1;PROPN;X;X
siembra;siembr;1,3;1,25;2,15;1,1;1;VERB;X;S
siempre;siempr;1,85;2,05;3,4;1,6;1,55;ADV;X;X
sien;sien;1,3;1,21;1,47;1,42;1,4;ADV;X;X
siendo;siend;1,25;1;2,16;1;1,05;AUX;X;X
sierra;sierr;1,23;2,57;1,57;1,57;1,17;PROPN;X;X
siervo;sierv;2,3;2,1;1,32;2,84;2,6;PROPN;X;X
siesta;siest;1,33;1,1;3,6;1,1;1,07;NOUN;F;S
sífilis;sifilis;3,32;4,04;1,18;2,57;3,57;NOUN;F;P
sigilo;sigil;1,28;1,5;2,17;1,45;1,17;NOUN;M;S
sigla;sigl;1;1,1;1,75;1,05;1,05;PROPN;X;X
siglo;sigl;1,6;1,05;1,95;1,1;1,2;NOUN;M;S
sigma;sigm;1,13;1,29;1,69;1,23;1,19;PROPN;X;X
significación;signif;1,45;1,35;2,2;1,45;1,25;NOUN;F;S
significado;signific;1,33;1,63;1,93;1,4;1,3;NOUN;M;S
significante;signif;1,15;1,35;2,45;1,4;1,1;ADV;X;X
significar;signific;1,25;1,3;2,42;1,2;1,05;VERB;X;X
significativo;signific;1,7;1,4;3;1,3;1,05;ADJ;M;S
signo;sign;1,2;1,37;1,37;1,3;1,13;PROPN;X;X
siguiente;siguient;1,45;1,42;2,3;1,4;1,25;ADJ;X;S
sílaba;sil;1;1;1,7;1,2;1,25;VERB;X;S
silbar;silb;1,45;1,15;3,65;1,55;1,4;PROPN;X;X
silbato;silbat;1,03;1,17;1,73;1,53;1,03;NOUN;M;S
silbido;silb;1,3;1,25;2,37;2,15;1,25;ADJ;M;S
silenciar;silenci;1,8;2;1,95;2,3;1,35;VERB;X;X
silencio;silenci;2;2,1;2,65;1,35;1,25;NOUN;M;S
silencioso;silenci;2,37;2,2;1,97;1,23;1,23;ADJ;M;S
silicio;silici;1,1;1,06;1,5;1;1,21;PROPN;X;X
silla;sill;1,23;1,13;1,8;1,03;1,07;VERB;X;S
sillería;sill;1;1;1,24;1,33;1,14;VERB;X;S
sillón;sillon;1,05;1,05;2,8;1,1;1;NOUN;M;S
silogismo;silog;1,54;1,07;1,62;1,18;1;NOUN;M;S
silueta;siluet;1,5;2,4;2,45;1,15;1,15;ADJ;X;S
silvestre;silvestr;1,05;1,1;2,2;1,1;1,35;ADV;X;X
silvestres;silvestr;1,15;1,4;3;1,5;1,3;NOUN;M;P
simbólico;simbol;1,2;1,1;2,95;1,5;1,45;ADJ;M;S
simbolismo;simbol;1,65;1,45;1,95;1,4;1,4;NOUN;M;S
simbolizar;simboliz;1,3;1,3;2,15;1,3;1,05;VERB;X;X
símbolo;simbol;1,43;1,43;1,87;1,43;1,5;NOUN;M;S
simbología;simbolog;1,35;1,75;2,3;1,45;1,05;NOUN;F;S
simetría;simetr;1,4;1,27;2,47;1,33;1,33;NOUN;F;S
simétrica;simetr;1,3;1,1;2;1,15;1,15;PROPN;X;X
simiente;simient;1,1;1,1;1,27;1;1,4;ADV;X;X
similar;simil;1,48;1,39;1,77;1,32;1,26;ADJ;X;S
similitud;similitud;1,15;1,4;1,95;1,15;1,25;NOUN;F;S
simpatía;simpat;1,05;1,05;4,25;1;1,05;NOUN;F;S
simpático;simpat;1,07;1,1;4,3;1,17;1,03;ADJ;M;S
simple;simpl;1,4;1,2;2,95;1,15;1;ADJ;X;S
simplicidad;simplic;1,25;1,3;2,85;1,6;1,35;NOUN;F;S
simplificación;simplif;1,3;1,3;2,7;1,2;1,35;NOUN;F;S
simplificado;simplific;1,6;1,4;2,65;1,15;1,2;ADJ;M;S
simplificar;simplific;1,45;1,4;2,95;1,4;1,2;VERB;X;X
simplista;simplist;1,8;1,63;1,74;1,95;2,11;ADJ;X;S
simulación;simul;1,25;1,45;1,58;1,65;1,2;NOUN;F;S
simulacro;simulacr;1,55;1,9;1,6;1,6;1,1;PROPN;X;X
simulador;simul;1,5;1,9;2,05;1,5;1,3;ADJ;M;S
simular;simul;1,35;1,45;1,7;2,1;1,55;VERB;X;X
simultánea;simultane;1,3;1,3;1,95;1,25;1,05;NOUN;F;S
sinagoga;sinagog;1,45;1,53;1,63;1,15;1,65;PROPN;X;X
sinceridad;sincer;1,2;1,6;4,15;1,35;1,1;NOUN;F;S
sincero;sincer;1,28;1,62;4,07;1,24;1,17;ADJ;M;S
sincronización;sincroniz;1,15;1,2;2,4;1,25;1,05;NOUN;F;S
sindical;sindical;1,72;1,35;1,8;2,22;1,6;ADJ;X;S
sindicalismo;sindical;1,5;1,42;2,25;1,58;2,15;NOUN;M;S
sindicalista;sindical;1,4;1,75;1,8;1,95;1,55;NOUN;X;S
sindicato;sindicat;1,75;1,15;1,8;2,05;1,85;NOUN;M;S
síndrome;sindrom;2,7;2,75;1,15;1,7;1,95;NOUN;M;S
sinergia;sinergi;1,25;1,5;2,07;1,27;1;NOUN;F;S
sinfín;sinfin;2,15;1,85;2;1,7;1,25;ADJ;M;S
sinfonía;sinfon;1,5;1;3,7;1,3;1,05;NOUN;F;S
sinfónica;sinfon;1,21;1;2,5;1,16;1,15;ADJ;F;S
singular;singul;1,26;1,42;2,05;1,1;1,3;ADJ;X;S
singularidad;singular;1,3;1,3;2,4;1,25;1,15;NOUN;F;S
siniestra;siniestr;2,2;3,05;1,2;2,05;2,16;PROPN;X;X
siniestrado;siniestr;3,35;3,4;1,15;2,65;2,37;ADJ;M;S
siniestralidad;siniestral;2,8;3,65;1,2;2,6;2,65;NOUN;F;S
siniestro;siniestr;2,83;3,93;1,17;3;2,6;PROPN;X;X
sinnúmero;sinnumer;1,28;1,33;1,95;1,26;1,29;PROPN;X;X
sinónimo;sinonim;1;1,15;1,7;1,05;1,05;ADJ;M;S
sintáctica;sintact;1,05;1,17;1,35;1,35;1,8;VERB;X;S
sintáctico;sintact;1,42;1,31;1,58;1,38;1,5;ADJ;M;S
sintagma;sintagm;1,16;1,11;1,65;1,2;1,4;PROPN;X;X
sintaxis;sintaxis;1;1,15;1,4;1,55;1,95;NOUN;F;X
sintético;sintet;1,45;1,58;1,6;1,5;1,45;ADJ;M;S
sintetizador;sintetiz;1,05;1,6;1,95;1,15;1,42;PROPN;X;X
sintetizar;sintetiz;1,15;1,15;2,6;1,1;1,15;VERB;X;X
síntoma;sintom;2,85;3;1,42;1,95;2,3;PROPN;X;X
sintonía;sinton;1,65;1,1;3,8;1,1;1,05;NOUN;F;S
sinusitis;sinusitis;2,71;2,55;1,31;2,65;2,61;NOUN;F;P
sinvergüenza;sinvergüenz;2,9;1,95;1,65;3,7;2,7;NOUN;M;S
siquiera;siqu;1,42;1,26;1,44;1;1,11;ADV;X;X
sirena;siren;1,23;1,77;2;1,1;1,1;VERB;X;S
sirio;siri;3,1;1,25;1,42;1,65;1,4;ADJ;M;S
sirvienta;sirvient;2,75;1,6;1,35;2;1,8;PROPN;X;X
sirviente;sirvient;2,63;1,45;1,35;1,95;1,95;ADV;X;X
sismo;sism;2,17;3,13;1,37;2;1,4;NOUN;M;S
sistema;sistem;1,8;1,6;1,35;1,85;1,65;NOUN;M;S
sistemática;sistemat;1,74;1,53;1,75;1,6;1,3;ADJ;F;S
sistemático;sistemat;1,38;1,45;1,45;1,34;1,28;ADJ;M;S
sitio;siti;1,4;1,3;2,2;1,3;1,05;NOUN;M;S
situación;situacion;2,2;2,27;2,13;1,9;1,77;NOUN;F;S
situar;situ;1,3;1,3;1,75;1,16;1,25;VERB;X;X
snob;snob;1,55;1,14;1,32;1,55;2,45;PROPN;X;X
snowboard;snowboard;1,05;1,9;3,26;1,15;1,05;NOUN;M;S
soberanía;soberan;1,8;1,8;1,95;2,35;2;NOUN;F;S
soberbia;soberbi;2,79;2;1,53;3,1;2,95;PROPN;X;X
soberbio;soberbi;2,4;1,79;1,95;3,05;2,7;ADJ;M;S
sobornar;soborn;2,7;2,17;1,17;3,87;3,23;VERB;X;X
soborno;soborn;3,27;2,72;1;4,17;3,5;NOUN;M;S
sobra;sobr;2,35;1,3;1,5;1,45;1,7;VERB;X;S
sobrante;sobrant;2,4;1,3;1,6;2,05;1,55;ADV;X;X
sobrecamisa;sobrecamis;1;1,25;1,68;1,18;1,32;PROPN;X;X
sobrecarga;sobrecarg;2,1;2,45;1,25;2,2;1,55;PROPN;X;X
sobrecogido;sobrecog;2,7;2,57;1,33;1,37;1,17;ADJ;M;S
sobrellevar;sobrellev;1,8;1,6;2,55;1,42;1,65;VERB;X;X
sobremanera;sobremaner;1,06;1,11;1,53;1,5;1,29;VERB;X;S
sobremesa;sobremes;1,15;1,15;3,3;1,1;1,05;PROPN;X;X
sobrenatural;sobrenatural;1,35;2,45;2,4;1,45;1,45;ADJ;X;S
sobrenombre;sobrenombr;1,1;1,42;2;1,45;1,55;PROPN;X;X
sobrepasar;sobrepas;1,89;2,4;2,2;2,45;2,4;VERB;X;X
sobrepeso;sobrepes;3,55;3,05;1,1;2,9;2,05;NOUN;M;S
sobreponer;sobrepon;1,65;1,45;1,65;1,85;1,25;VERB;X;X
sobresaliente;sobresalient;1,03;1,23;4,67;1,17;1,23;ADJ;X;S
sobresalir;sobresal;1,24;1,38;3,55;1,21;1,14;PROPN;X;X
sobresaltado;sobresalt;1,5;3,13;1,57;2,07;1,33;ADJ;M;S
sobresaltar;sobresalt;1,75;2,2;2,3;2,1;1,4;VERB;X;X
sobresalto;sobresalt;1,6;2,55;1,7;2,25;1,6;NOUN;X;X
sobretodo;sobretod;1,2;1,75;1,8;1,75;1,25;NOUN;M;S
sobrevenir;sobreven;1,63;1,75;2,18;1,47;1,15;VERB;X;X
sobreviviente;sobrevivient;1,7;1,85;3,9;1,2;1,42;ADV;X;X
sobrevivir;sobreviv;2;2,83;3,77;1,47;1,2;VERB;X;X
sobriedad;sobried;1,35;1,25;2,25;1,67;1,35;NOUN;F;S
sobrina;sobrin;1,05;1;3,25;1;1,05;NOUN;F;S
sobrino;sobrin;1,1;1;3,25;1,2;1;PROPN;X;X
sobrio;sobri;1,5;1,2;3,15;1,45;1,35;NOUN;M;S
socava;socav;1,3;1,83;1,14;1,27;1;PROPN;X;X
socavar;socav;1,75;1,56;1,11;1,81;1,93;VERB;X;X
sociable;sociabl;1,23;1,3;3,8;1,27;1,13;ADJ;X;S
socialdemocracia;socialdemocraci;1,4;1,58;2,05;1,44;1,45;NOUN;F;S
socialdemócrata;socialdemocrat;1,1;1,25;2,2;1,9;1,75;ADJ;X;S
socialismo;social;1,25;1,2;2;1,45;1,45;NOUN;M;S
socialista;social;1,65;1,25;2,3;2,25;1,4;ADJ;X;S
socialización;socializ;1,2;1,5;3,2;1,35;1,3;NOUN;F;S
sociedad;socied;2,37;1,73;2,23;2,07;2,47;NOUN;F;S
socio;soci;1,05;1,1;2,5;1,26;1,05;NOUN;M;S
sociocultural;sociocultural;1,21;1,15;3;1,11;1,2;ADJ;X;S
socioeconómico;socioeconom;1,65;1,4;1,65;1,35;1,55;ADJ;M;S
sociología;sociolog;1,2;1,25;2,3;1,4;1,2;NOUN;F;S
sociológico;sociolog;1,17;1,3;2,47;1,2;1,1;ADJ;M;S
sociólogo;sociolog;1,3;1,42;2,85;1,37;1,1;PROPN;X;X
socorrer;socorr;1,67;2,67;2,27;1,33;1,13;PROPN;X;X
socorro;socorr;2,93;3,87;1,33;1,57;1,3;PROPN;X;X
soda;sod;1,19;1,2;1,47;1,22;1,6;PROPN;X;X
sódico;sodic;1,24;1,94;1,82;1,12;1,18;ADJ;M;S
sodio;sodi;1,1;1,15;1,5;1,2;1,7;NOUN;M;S
sofá;sof;1,27;1,03;3,33;1,03;1,03;PROPN;X;X
sofisticación;sofist;1,11;1,1;2,85;1,83;1,3;NOUN;F;S
sofocante;sofoc;2,35;2,4;1,3;2,5;2,4;ADV;X;X
sofocar;sofoc;2,3;2,25;1,55;1,95;1,8;VERB;X;X
software;softwar;1,4;1,25;2,4;1,3;1,15;NOUN;M;S
soga;sog;3,14;3,62;1,14;2,62;1,62;VERB;X;S
soja;soj;1,05;1,05;2,25;1;2,05;PROPN;X;X
sol;sol;1,2;1,3;4,7;1,07;1;NOUN;M;S
sola;sol;3,85;2,95;1,55;2,25;1,75;ADJ;F;S
solana;solan;1,53;1,33;2,06;1,53;1,47;PROPN;X;X
solapa;solap;1,2;1,16;1,4;1,2;1,15;NOUN;X;X
solar;sol;1,28;1,62;2,9;1,14;1,14;ADJ;X;S
solárium;solarium;1,16;1,44;2,63;1,11;1,47;PROPN;X;X
soldadito;soldadit;1,75;1,4;1,9;1,15;1,2;NOUN;M;S
soldado;sold;2,67;2,3;1,77;2;1,37;NOUN;M;S
soldadora;soldador;1,11;1,4;1,89;1,35;1,35;NOUN;F;S
soldadura;soldadur;1,25;1,32;1,65;1,55;1,26;NOUN;F;S
soleado;sol;1,3;1,27;3,77;1,37;1,23;ADJ;M;S
soledad;soled;4,2;3,27;1,33;1,93;1,43;NOUN;F;S
solemne;solemn;1,82;1,32;2,04;1,14;1,07;ADJ;X;S
solemnidad;solemn;1,84;1,42;2,06;1,63;1,3;NOUN;F;S
soler;sol;1;1;2;1,31;1,12;PROPN;X;X
solicitar;solicit;1,2;1,35;2;1,4;1,2;VERB;X;X
solicitud;solicitud;1,15;1,35;2,2;1,5;1,15;NOUN;F;S
sólida;sol;1,6;1,35;2,15;1,25;1,2;ADJ;F;S
solidaria;solidari;1,35;1,1;3,25;1,25;1;PROPN;X;X
solidaridad;solidar;1,33;1,17;4,13;1,03;1,03;NOUN;F;S
solidez;solidez;1,1;1,05;2,1;1,6;1,1;NOUN;F;S
sólido;sol;1,25;1,16;1,89;1,32;1,1;ADJ;M;S
solista;solist;1,4;1;2,7;1,05;1,1;ADJ;X;S
solitario;solitari;4,07;2,53;1,33;1,7;1,47;ADJ;M;S
sollozar;solloz;4,33;2,43;1,27;2,2;1,37;VERB;X;X
sollozo;solloz;3,47;2,11;1,11;1,87;1,72;PROPN;X;X
solo;sol;3,27;2,49;1,5;1,59;1,5;ADV;X;X
solsticio;solstici;1,63;1;2,47;1,11;1,12;NOUN;M;S
soltar;solt;1,75;1,9;1,75;1,3;1,4;VERB;X;X
soltera;solter;1,7;1,9;2,35;1,1;1,15;NOUN;F;S
soltero;solter;1,67;1,2;1,9;1,17;1,1;NOUN;M;S
soltura;soltur;1,1;1,45;2,8;1,1;1,05;NOUN;F;S
soluble;solubl;1,05;1,15;1,7;1,26;1,3;ADJ;X;S
solución;solucion;1,33;2;4,13;1,27;1,3;NOUN;F;S
solucionar;solucion;1;1,05;3,8;1,15;1,05;VERB;X;X
solvencia;solvenci;1,24;1,31;2,25;1,32;1,06;NOUN;F;S
solventar;solvent;1,25;1,05;2,55;1,4;1,11;VERB;X;X
solvente;solvent;1,18;1,4;2,5;1,11;1,2;ADV;X;X
sombra;sombr;1,9;2,37;1,3;1,33;1,17;NOUN;F;S
sombrero;sombrer;1,13;1,1;1,77;1,07;1,07;NOUN;M;S
sombrilla;sombrill;1,1;1,13;3;1,1;1;NOUN;F;S
sombrío;sombri;2,25;2,68;1,42;1,58;1,47;NOUN;M;S
someter;somet;2,85;2,6;1,35;2,65;2,3;VERB;X;X
sometimiento;somet;3,35;3,1;1,2;3,45;2,45;NOUN;M;S
somier;somi;1,15;1,05;2,25;1,1;1,05;PROPN;X;X
sonajero;sonajer;1,23;1,27;3,13;1,07;1,03;NOUN;M;S
sonar;son;1,3;1,2;2,4;1,35;1,35;VERB;X;X
sonata;sonat;1,74;1,1;2,55;1,25;1,3;PROPN;X;X
sonda;sond;2,05;2,95;1,25;1,85;2,55;NOUN;F;S
sondeo;sonde;1,35;1,25;1,26;1,63;1,21;NOUN;M;S
soneto;sonet;1,35;1,25;2,4;1,25;1,1;NOUN;M;S
sonido;son;1,9;1,7;2,87;1,47;1,37;NOUN;M;S
sonora;sonor;1,15;1,25;2,45;1,45;1,15;ADJ;F;S
sonoridad;sonor;1,3;1,25;2,6;1,45;1,35;NOUN;F;S
sonreír;sonreir;1,13;1,03;4,9;1,03;1,03;VERB;X;S
sonriente;sonrient;1;1;4,65;1,35;1,05;ADV;X;X
sonrisa;sonris;1,52;1,52;4,58;1,39;1,39;NOUN;F;S
soñador;soñador;1,55;1,2;4,25;1,05;1;NOUN;M;S
soñar;soñ;1,25;1,25;4,55;1,05;1,15;VERB;X;X
sopa;sop;1,4;1;2,15;1,1;1,35;PROPN;X;X
