Word;lexema;tristeza;alegria;miedo;ira;asco;tipoPalabra
sevillana;sevillan;1,2;1;2,5;1,05;1,15;PROPN
sevillano;sevillan;1,1;1;3,4;1,1;1,1;ADJ
sevillista;sevill;1,05;1,37;1,75;1,35;1,26;ADJ
sexenio;sexeni;1,1;1,11;1,55;1,79;1,5;NOUN
sexo;sex;1,07;1,37;4,37;1,17;1,2;NOUN
sexta;sext;1,4;1,25;1,75;1,25;1;ADJ
sexto;sext;1,25;1;1,55;1,15;1,05;ADJ
sexual;sexual;1,2;1,4;3,55;1,35;1,25;ADJ
sexualidad;sexual;1,13;1,63;3,9;1,23;1,37;NOUN
sexy;sexy;1,13;1,07;4,07;1,13;1,1;PROPN
shorts;shorts;1,1;1,3;2,55;1,15;1,63;PROPN
show;show;1,3;1,25;3,5;1,35;1,2;PROPN
siciliano;sicilian;1,25;1,44;1,68;1,11;1,3;ADJ
sida;sid;4,25;4,45;1;3,2;3,5;PROPN
siderurgia;siderurgi;1,16;1,28;2;1,21;1,41;PROPN
siderúrgica;siderurg;1,45;1,89;1,4;1,58;1,25;ADJ
sidra;sidr;1,05;1,05;3,1;1,1;2,1;PROPN
siembra;siembr;1,3;1,25;2,15;1,1;1;VERB
siempre;siempr;1,85;2,05;3,4;1,6;1,55;ADV
sien;sien;1,3;1,21;1,47;1,42;1,4;ADV
siendo;siend;1,25;1;2,16;1;1,05;AUX
sierra;sierr;1,23;2,57;1,57;1,57;1,17;PROPN
siervo;sierv;2,3;2,1;1,32;2,84;2,6;PROPN
siesta;siest;1,33;1,1;3,6;1,1;1,07;NOUN
sífilis;sifilis;3,32;4,04;1,18;2,57;3,57;NOUN
sigilo;sigil;1,28;1,5;2,17;1,45;1,17;NOUN
sigla;sigl;1;1,1;1,75;1,05;1,05;PROPN
siglo;sigl;1,6;1,05;1,95;1,1;1,2;NOUN
sigma;sigm;1,13;1,29;1,69;1,23;1,19;PROPN
significación;signif;1,45;1,35;2,2;1,45;1,25;NOUN
significado;signific;1,33;1,63;1,93;1,4;1,3;NOUN
significante;signif;1,15;1,35;2,45;1,4;1,1;ADV
significar;signific;1,25;1,3;2,42;1,2;1,05;VERB
significativo;signific;1,7;1,4;3;1,3;1,05;ADJ
signo;sign;1,2;1,37;1,37;1,3;1,13;PROPN
siguiente;siguient;1,45;1,42;2,3;1,4;1,25;ADJ
sílaba;sil;1;1;1,7;1,2;1,25;VERB
silbar;silb;1,45;1,15;3,65;1,55;1,4;PROPN
silbato;silbat;1,03;1,17;1,73;1,53;1,03;NOUN
silbido;silb;1,3;1,25;2,37;2,15;1,25;ADJ
silenciar;silenci;1,8;2;1,95;2,3;1,35;VERB
silencio;silenci;2;2,1;2,65;1,35;1,25;NOUN
silencioso;silenci;2,37;2,2;1,97;1,23;1,23;ADJ
silicio;silici;1,1;1,06;1,5;1;1,21;PROPN
silla;sill;1,23;1,13;1,8;1,03;1,07;VERB
sillería;sill;1;1;1,24;1,33;1,14;VERB
sillón;sillon;1,05;1,05;2,8;1,1;1;NOUN
silogismo;silog;1,54;1,07;1,62;1,18;1;NOUN
silueta;siluet;1,5;2,4;2,45;1,15;1,15;ADJ
silvestre;silvestr;1,05;1,1;2,2;1,1;1,35;ADV
silvestres;silvestr;1,15;1,4;3;1,5;1,3;NOUN
simbólico;simbol;1,2;1,1;2,95;1,5;1,45;ADJ
simbolismo;simbol;1,65;1,45;1,95;1,4;1,4;NOUN
simbolizar;simboliz;1,3;1,3;2,15;1,3;1,05;VERB
símbolo;simbol;1,43;1,43;1,87;1,43;1,5;NOUN
simbología;simbolog;1,35;1,75;2,3;1,45;1,05;NOUN
simetría;simetr;1,4;1,27;2,47;1,33;1,33;NOUN
simétrica;simetr;1,3;1,1;2;1,15;1,15;PROPN
simiente;simient;1,1;1,1;1,27;1;1,4;ADV
similar;simil;1,48;1,39;1,77;1,32;1,26;ADJ
similitud;similitud;1,15;1,4;1,95;1,15;1,25;NOUN
simpatía;simpat;1,05;1,05;4,25;1;1,05;NOUN
simpático;simpat;1,07;1,1;4,3;1,17;1,03;ADJ
simple;simpl;1,4;1,2;2,95;1,15;1;ADJ
simplicidad;simplic;1,25;1,3;2,85;1,6;1,35;NOUN
simplificación;simplif;1,3;1,3;2,7;1,2;1,35;NOUN
simplificado;simplific;1,6;1,4;2,65;1,15;1,2;ADJ
simplificar;simplific;1,45;1,4;2,95;1,4;1,2;VERB
simplista;simplist;1,8;1,63;1,74;1,95;2,11;ADJ
simulación;simul;1,25;1,45;1,58;1,65;1,2;NOUN
simulacro;simulacr;1,55;1,9;1,6;1,6;1,1;PROPN
simulador;simul;1,5;1,9;2,05;1,5;1,3;ADJ
simular;simul;1,35;1,45;1,7;2,1;1,55;VERB
simultánea;simultane;1,3;1,3;1,95;1,25;1,05;NOUN
sinagoga;sinagog;1,45;1,53;1,63;1,15;1,65;PROPN
sinceridad;sincer;1,2;1,6;4,15;1,35;1,1;NOUN
sincero;sincer;1,28;1,62;4,07;1,24;1,17;ADJ
sincronización;sincroniz;1,15;1,2;2,4;1,25;1,05;NOUN
sindical;sindical;1,72;1,35;1,8;2,22;1,6;ADJ
sindicalismo;sindical;1,5;1,42;2,25;1,58;2,15;NOUN
sindicalista;sindical;1,4;1,75;1,8;1,95;1,55;NOUN
sindicato;sindicat;1,75;1,15;1,8;2,05;1,85;NOUN
síndrome;sindrom;2,7;2,75;1,15;1,7;1,95;NOUN
sinergia;sinergi;1,25;1,5;2,07;1,27;1;NOUN
sinfín;sinfin;2,15;1,85;2;1,7;1,25;ADJ
sinfonía;sinfon;1,5;1;3,7;1,3;1,05;NOUN
sinfónica;sinfon;1,21;1;2,5;1,16;1,15;ADJ
singular;singul;1,26;1,42;2,05;1,1;1,3;ADJ
singularidad;singular;1,3;1,3;2,4;1,25;1,15;NOUN
siniestra;siniestr;2,2;3,05;1,2;2,05;2,16;PROPN
siniestrado;siniestr;3,35;3,4;1,15;2,65;2,37;ADJ
siniestralidad;siniestral;2,8;3,65;1,2;2,6;2,65;NOUN
siniestro;siniestr;2,83;3,93;1,17;3;2,6;PROPN
sinnúmero;sinnumer;1,28;1,33;1,95;1,26;1,29;PROPN
sinónimo;sinonim;1;1,15;1,7;1,05;1,05;ADJ
sintáctica;sintact;1,05;1,17;1,35;1,35;1,8;VERB
sintáctico;sintact;1,42;1,31;1,58;1,38;1,5;ADJ
sintagma;sintagm;1,16;1,11;1,65;1,2;1,4;PROPN
sintaxis;sintaxis;1;1,15;1,4;1,55;1,95;NOUN
sintético;sintet;1,45;1,58;1,6;1,5;1,45;ADJ
sintetizador;sintetiz;1,05;1,6;1,95;1,15;1,42;PROPN
sintetizar;sintetiz;1,15;1,15;2,6;1,1;1,15;VERB
síntoma;sintom;2,85;3;1,42;1,95;2,3;PROPN
sintonía;sinton;1,65;1,1;3,8;1,1;1,05;NOUN
sinusitis;sinusitis;2,71;2,55;1,31;2,65;2,61;NOUN
sinvergüenza;sinvergüenz;2,9;1,95;1,65;3,7;2,7;NOUN
siquiera;siqu;1,42;1,26;1,44;1;1,11;ADV
sirena;siren;1,23;1,77;2;1,1;1,1;VERB
sirio;siri;3,1;1,25;1,42;1,65;1,4;ADJ
sirvienta;sirvient;2,75;1,6;1,35;2;1,8;PROPN
sirviente;sirvient;2,63;1,45;1,35;1,95;1,95;ADV
sismo;sism;2,17;3,13;1,37;2;1,4;NOUN
sistema;sistem;1,8;1,6;1,35;1,85;1,65;NOUN
sistemática;sistemat;1,74;1,53;1,75;1,6;1,3;ADJ
sistemático;sistemat;1,38;1,45;1,45;1,34;1,28;ADJ
sitio;siti;1,4;1,3;2,2;1,3;1,05;NOUN
situación;situacion;2,2;2,27;2,13;1,9;1,77;NOUN
situar;situ;1,3;1,3;1,75;1,16;1,25;VERB
snob;snob;1,55;1,14;1,32;1,55;2,45;PROPN
snowboard;snowboard;1,05;1,9;3,26;1,15;1,05;NOUN
soberanía;soberan;1,8;1,8;1,95;2,35;2;NOUN
soberbia;soberbi;2,79;2;1,53;3,1;2,95;PROPN
soberbio;soberbi;2,4;1,79;1,95;3,05;2,7;ADJ
sobornar;soborn;2,7;2,17;1,17;3,87;3,23;VERB
soborno;soborn;3,27;2,72;1;4,17;3,5;NOUN
sobra;sobr;2,35;1,3;1,5;1,45;1,7;VERB
sobrante;sobrant;2,4;1,3;1,6;2,05;1,55;ADV
sobrecamisa;sobrecamis;1;1,25;1,68;1,18;1,32;PROPN
sobrecarga;sobrecarg;2,1;2,45;1,25;2,2;1,55;PROPN
sobrecogido;sobrecog;2,7;2,57;1,33;1,37;1,17;ADJ
sobrellevar;sobrellev;1,8;1,6;2,55;1,42;1,65;VERB
sobremanera;sobremaner;1,06;1,11;1,53;1,5;1,29;VERB
sobremesa;sobremes;1,15;1,15;3,3;1,1;1,05;PROPN
sobrenatural;sobrenatural;1,35;2,45;2,4;1,45;1,45;ADJ
sobrenombre;sobrenombr;1,1;1,42;2;1,45;1,55;PROPN
sobrepasar;sobrepas;1,89;2,4;2,2;2,45;2,4;VERB
sobrepeso;sobrepes;3,55;3,05;1,1;2,9;2,05;NOUN
sobreponer;sobrepon;1,65;1,45;1,65;1,85;1,25;VERB
sobresaliente;sobresalient;1,03;1,23;4,67;1,17;1,23;ADJ
sobresalir;sobresal;1,24;1,38;3,55;1,21;1,14;PROPN
sobresaltado;sobresalt;1,5;3,13;1,57;2,07;1,33;ADJ
sobresaltar;sobresalt;1,75;2,2;2,3;2,1;1,4;VERB
sobresalto;sobresalt;1,6;2,55;1,7;2,25;1,6;NOUN
sobretodo;sobretod;1,2;1,75;1,8;1,75;1,25;NOUN
sobrevenir;sobreven;1,63;1,75;2,18;1,47;1,15;VERB
sobreviviente;sobrevivient;1,7;1,85;3,9;1,2;1,42;ADV
sobrevivir;sobreviv;2;2,83;3,77;1,47;1,2;VERB
sobriedad;sobried;1,35;1,25;2,25;1,67;1,35;NOUN
sobrina;sobrin;1,05;1;3,25;1;1,05;NOUN
sobrino;sobrin;1,1;1;3,25;1,2;1;PROPN
sobrio;sobri;1,5;1,2;3,15;1,45;1,35;NOUN
socava;socav;1,3;1,83;1,14;1,27;1;PROPN
socavar;socav;1,75;1,56;1,11;1,81;1,93;VERB
sociable;sociabl;1,23;1,3;3,8;1,27;1,13;ADJ
socialdemocracia;socialdemocraci;1,4;1,58;2,05;1,44;1,45;NOUN
socialdemócrata;socialdemocrat;1,1;1,25;2,2;1,9;1,75;ADJ
socialismo;social;1,25;1,2;2;1,45;1,45;NOUN
socialista;social;1,65;1,25;2,3;2,25;1,4;ADJ
socialización;socializ;1,2;1,5;3,2;1,35;1,3;NOUN
sociedad;socied;2,37;1,73;2,23;2,07;2,47;NOUN
socio;soci;1,05;1,1;2,5;1,26;1,05;NOUN
sociocultural;sociocultural;1,21;1,15;3;1,11;1,2;ADJ
socioeconómico;socioeconom;1,65;1,4;1,65;1,35;1,55;ADJ
sociología;sociolog;1,2;1,25;2,3;1,4;1,2;NOUN
sociológico;sociolog;1,17;1,3;2,47;1,2;1,1;ADJ
sociólogo;sociolog;1,3;1,42;2,85;1,37;1,1;PROPN
socorrer;socorr;1,67;2,67;2,27;1,33;1,13;PROPN
socorro;socorr;2,93;3,87;1,33;1,57;1,3;PROPN
soda;sod;1,19;1,2;1,47;1,22;1,6;PROPN
sódico;sodic;1,24;1,94;1,82;1,12;1,18;ADJ
sodio;sodi;1,1;1,15;1,5;1,2;1,7;NOUN
sofá;sof;1,27;1,03;3,33;1,03;1,03;PROPN
sofisticación;sofist;1,11;1,1;2,85;1,83;1,3;NOUN
sofocante;sofoc;2,35;2,4;1,3;2,5;2,4;ADV
sofocar;sofoc;2,3;2,25;1,55;1,95;1,8;VERB
software;softwar;1,4;1,25;2,4;1,3;1,15;NOUN
soga;sog;3,14;3,62;1,14;2,62;1,62;VERB
soja;soj;1,05;1,05;2,25;1;2,05;PROPN
sol;sol;1,2;1,3;4,7;1,07;1;NOUN
sola;sol;3,85;2,95;1,55;2,25;1,75;ADJ
solana;solan;1,53;1,33;2,06;1,53;1,47;PROPN
solapa;solap;1,2;1,16;1,4;1,2;1,15;NOUN
solar;sol;1,28;1,62;2,9;1,14;1,14;ADJ
solárium;solarium;1,16;1,44;2,63;1,11;1,47;PROPN
soldadito;soldadit;1,75;1,4;1,9;1,15;1,2;NOUN
soldado;sold;2,67;2,3;1,77;2;1,37;NOUN
soldadora;soldador;1,11;1,4;1,89;1,35;1,35;NOUN
soldadura;soldadur;1,25;1,32;1,65;1,55;1,26;NOUN
soleado;sol;1,3;1,27;3,77;1,37;1,23;ADJ
soledad;soled;4,2;3,27;1,33;1,93;1,43;NOUN
solemne;solemn;1,82;1,32;2,04;1,14;1,07;ADJ
solemnidad;solemn;1,84;1,42;2,06;1,63;1,3;NOUN
soler;sol;1;1;2;1,31;1,12;PROPN
solicitar;solicit;1,2;1,35;2;1,4;1,2;VERB
solicitud;solicitud;1,15;1,35;2,2;1,5;1,15;NOUN
sólida;sol;1,6;1,35;2,15;1,25;1,2;ADJ
solidaria;solidari;1,35;1,1;3,25;1,25;1;PROPN
solidaridad;solidar;1,33;1,17;4,13;1,03;1,03;NOUN
solidez;solidez;1,1;1,05;2,1;1,6;1,1;NOUN
sólido;sol;1,25;1,16;1,89;1,32;1,1;ADJ
solista;solist;1,4;1;2,7;1,05;1,1;ADJ
solitario;solitari;4,07;2,53;1,33;1,7;1,47;ADJ
sollozar;solloz;4,33;2,43;1,27;2,2;1,37;VERB
sollozo;solloz;3,47;2,11;1,11;1,87;1,72;PROPN
solo;sol;3,6;2,63;1,5;1,43;1,3;ADV
sólo;sol;2,95;2,35;1,5;1,75;1,7;ADV
solsticio;solstici;1,63;1;2,47;1,11;1,12;NOUN
soltar;solt;1,75;1,9;1,75;1,3;1,4;VERB
soltera;solter;1,7;1,9;2,35;1,1;1,15;NOUN
soltero;solter;1,67;1,2;1,9;1,17;1,1;NOUN
soltura;soltur;1,1;1,45;2,8;1,1;1,05;NOUN
soluble;solubl;1,05;1,15;1,7;1,26;1,3;ADJ
solución;solucion;1,33;2;4,13;1,27;1,3;NOUN
solucionar;solucion;1;1,05;3,8;1,15;1,05;VERB
solvencia;solvenci;1,24;1,31;2,25;1,32;1,06;NOUN
solventar;solvent;1,25;1,05;2,55;1,4;1,11;VERB
solvente;solvent;1,18;1,4;2,5;1,11;1,2;ADV
sombra;sombr;1,9;2,37;1,3;1,33;1,17;NOUN
sombrero;sombrer;1,13;1,1;1,77;1,07;1,07;NOUN
sombrilla;sombrill;1,1;1,13;3;1,1;1;NOUN
sombrío;sombri;2,25;2,68;1,42;1,58;1,47;NOUN
someter;somet;2,85;2,6;1,35;2,65;2,3;VERB
sometimiento;somet;3,35;3,1;1,2;3,45;2,45;NOUN
somier;somi;1,15;1,05;2,25;1,1;1,05;PROPN
sonajero;sonajer;1,23;1,27;3,13;1,07;1,03;NOUN
sonar;son;1,3;1,2;2,4;1,35;1,35;VERB
sonata;sonat;1,74;1,1;2,55;1,25;1,3;PROPN
sonda;sond;2,05;2,95;1,25;1,85;2,55;NOUN
sondeo;sonde;1,35;1,25;1,26;1,63;1,21;NOUN
soneto;sonet;1,35;1,25;2,4;1,25;1,1;NOUN
sonido;son;1,9;1,7;2,87;1,47;1,37;NOUN
sonora;sonor;1,15;1,25;2,45;1,45;1,15;ADJ
sonoridad;sonor;1,3;1,25;2,6;1,45;1,35;NOUN
sonreír;sonreir;1,13;1,03;4,9;1,03;1,03;VERB
sonriente;sonrient;1;1;4,65;1,35;1,05;ADV
sonrisa;sonris;1,52;1,52;4,58;1,39;1,39;NOUN
soñador;soñador;1,55;1,2;4,25;1,05;1;NOUN
soñar;soñ;1,25;1,25;4,55;1,05;1,15;VERB
sopa;sop;1,4;1;2,15;1,1;1,35;PROPN
sopera;soper;1,45;1,15;1,74;1,2;1,25;ADV
sopesar;sopes;2,33;1,53;1,22;1,44;1;VERB
soplar;sopl;1,5;1,15;2,15;1,6;1,25;VERB
soplete;soplet;1,17;2,57;1,4;1,33;1,2;NOUN
soplo;sopl;1,97;1,93;1,4;1,63;1,57;PROPN
sopor;sopor;1,94;1,46;1,25;1,54;1,67;PROPN
soportar;soport;2,5;1,9;1,65;2,5;1,68;VERB
soporte;soport;1,35;1,4;2,05;1,55;1,2;PROPN
soprano;sopran;1,7;1,25;2,75;1,11;1,1;ADJ
sor;sor;1,47;2,29;1,86;1,64;2,42;NOUN
sorbo;sorb;1,1;1,1;2,3;1,4;1,8;VERB
sordera;sorder;3,25;3,6;1,3;2,25;1,25;NOUN
sordo;sord;3,05;1,6;1,25;1,3;1,05;PROPN
sorprendente;sorprendent;1,45;1,45;3,8;1,2;1,05;ADJ
sorprender;sorprend;1,17;2,03;3,73;1,23;1,13;VERB
sorprendido;sorprend;1,47;1,57;3,17;1,27;1,13;ADJ
sorpresa;sorpres;1,4;2,03;4,07;1,33;1,3;NOUN
sortear;sort;1,5;1,25;2,9;1,15;1,2;VERB
sorteo;sorte;1,3;1,6;3,25;1,85;1,4;NOUN
sortija;sortij;1,22;1,32;2,8;1,17;1,17;PROPN
sosiego;sosieg;1,79;1,43;2,64;1,39;1,29;NOUN
soso;sos;1,97;1,33;1,17;1,97;1,73;ADJ
sospecha;sospech;2,17;2,77;1,27;2,73;1,73;NOUN
sospechar;sospech;2,15;2,25;1,4;2,26;1,5;VERB
sospechoso;sospech;1,9;3,07;1,03;2;1,27;ADJ
sostén;sosten;1,1;1,05;2;1,28;1,25;NOUN
sostener;sosten;1,4;1,55;1,7;1,55;1,1;VERB
sostenibilidad;sostenibil;1,3;1,1;2,4;1,55;1,05;NOUN
sostenible;sosten;1,1;1,1;2,25;1,15;1,2;ADJ
sostenimiento;sosten;1,63;1,28;2,6;1,15;1,18;NOUN
sotana;sotan;1,44;1,32;1,42;2,06;1,63;PROPN
sótano;sotan;1,65;2,85;1,35;1,75;2,4;ADJ
soto;sot;1,06;1,13;1,71;1,18;1,2;PROPN
soul;soul;1,44;1,16;3,38;1,06;1;PROPN
soviético;soviet;1,65;1,95;1,6;2,2;1,5;ADJ
spray;spray;1,04;1,29;1,21;1,18;1,43;PROPN
suave;suav;1,1;1;2,8;1;1;ADJ
suavidad;suavid;1,5;1,33;3,77;1,3;1,23;NOUN
suavizar;suaviz;1,45;1,15;3,45;1,25;1,05;VERB
suba;sub;1,07;1,38;2;1,1;1;PROPN
subasta;subast;1,8;1,5;1,53;1,65;1,75;NOUN
subcampeón;subcampeon;2,2;1,1;2,75;2,15;1,55;NOUN
subcampeonato;subcampeonat;1,4;1,45;2,8;1,25;1,25;NOUN
subcapitán;subcapitan;1,2;1,2;2,35;1,4;1,5;PROPN
subclase;subcl;1,9;1,75;1,6;2,15;1,45;PROPN
subcomandante;subcomand;1,35;1,6;1,42;2,1;1,4;ADV
subconjunto;subconjunt;1,15;1,3;1,68;1,26;1,1;NOUN
subconsciente;subconscient;1,25;2,55;2,25;1,7;1,35;ADV
subcontinente;subcontinent;1,37;1,2;1,85;1,2;1,1;ADV
subcoronel;subcoronel;1,6;1,75;1,55;1,7;1,9;PROPN
subcultura;subcultur;1,74;1,6;2,25;1,3;1,45;NOUN
subdelegado;subdeleg;1,2;1,3;1,65;1,4;1,35;NOUN
subdesarrollo;subdesarroll;2,55;2,5;1,15;1,95;2,45;NOUN
subdirector;subdirector;1,21;1,35;1,9;1,6;1,5;NOUN
subdividir;subdivid;1,6;1,4;1,85;1,65;1,4;VERB
subdivisión;subdivision;1,53;1,15;1,74;1,5;1,68;NOUN
subespecie;subespeci;1,35;1,1;1,85;1,3;1,1;PROPN
subestimar;subestim;3,1;1,79;1,7;3,1;2,45;VERB
subfamilia;subfamili;1,33;1,47;1,88;1,44;1,17;PROPN
subfusil;subfusil;2,2;2,61;1,22;2,71;2,07;PROPN
subgénero;subgener;1,55;1,45;1,35;1,65;1,45;PROPN
subgrupo;subgrup;1,5;1,55;1,4;1,55;1,45;PROPN
subida;sub;1,53;1,83;2,33;1,57;1,47;NOUN
subir;sub;1,15;1,15;2,4;1,1;1,05;VERB
súbito;subit;1,94;2,15;1,44;1,58;2;NOUN
subjetiva;subjet;1,65;1,2;2,45;1,3;1,2;ADJ
subjetividad;subjet;1,45;1,4;2,45;2,15;1,3;NOUN
sublevación;sublev;2,25;2,35;1,37;2,5;2,37;NOUN
sublime;sublim;1,35;1,3;3,85;1,26;1,1;PROPN
submarinismo;submarin;1,15;1,9;2,75;1,3;1,1;NOUN
submarinista;submarin;1,07;1,5;2,23;1,07;1,07;ADJ
submarino;submarin;1,4;1,95;2,4;1,1;1;NOUN
suboficial;suboficial;1,32;1,21;1,85;1,65;1,95;ADJ
subordinación;subordin;2,6;2,6;1,3;2;2,2;NOUN
subordinada;subordin;2,1;1,55;1,3;2,15;2,55;ADJ
subpresidente;subpresident;1,75;1,65;1,5;1,85;2,25;ADV
subrayador;subray;1,05;1;2,2;1,25;1,05;NOUN
subrayar;subray;1,25;1,3;2;1,4;1,35;VERB
subsahariana;subsaharian;1,63;1,3;1,85;1,1;1,2;PROPN
subsanar;subsan;1,32;1,2;2,22;1,22;1,35;VERB
subscripción;subscripcion;1;1,25;2;1,45;1,15;NOUN
subsecretario;subsecretari;1,9;1,16;1,7;1,45;1,4;NOUN
subsidiaria;subsidiari;2;1,56;1,5;1,71;1,71;ADJ
subsidio;subsidi;2,7;2,55;1,8;2,11;2;NOUN
subsiguiente;subsiguient;1,35;1,39;1,39;1,53;1,25;ADV
subsistema;subsistem;1,21;1,56;1,55;1,6;1,35;PROPN
subsistemas;subsistem;1,3;1,4;1,5;1,32;1,16;NOUN
subsistencia;subsistent;3,1;2,45;1,58;1,95;1,35;NOUN
subsistir;subsist;2,65;2,25;1,8;1,95;1,85;VERB
substancia;substanci;1,16;1,39;1,75;1,44;1,63;NOUN
substancial;substancial;1,28;1,53;1,85;1,4;1,16;ADJ
subsuelo;subsuel;1,65;2,4;1,45;1,55;2,05;NOUN
subteniente;subtenient;1,15;1,47;1,32;1,75;1,65;ADJ
subtítulo;subtitul;1,3;1,1;1,65;1,1;1,25;NOUN
subtropical;subtropical;1,1;1,32;3,25;1,16;1,2;ADJ
suburbio;suburbi;2,79;2,76;1,24;1,9;2,21;NOUN
subvención;subvencion;1,65;1,15;3,05;1,5;1,2;NOUN
subvencionar;subvencion;1,3;1,15;3,3;1,35;1,15;VERB
subversión;subversion;1,5;1,56;1,39;1,87;2,12;NOUN
subyacente;subyacent;1,25;1,22;1,47;1,28;1,37;ADJ
subyacer;subyac;1,68;1,68;1,44;1,74;1,32;VERB
suceder;suced;1,55;1,45;2,55;1,4;1,05;VERB
sucedido;suced;1,75;1,35;1,3;1,35;1,15;ADJ
sucesión;sucesion;1,5;1,55;2,25;1,3;1,5;NOUN
sucesiva;suces;1,1;1,4;1,6;1,2;1,2;ADJ
sucesivo;suces;1,35;1,3;2,15;1,1;1,25;ADJ
suceso;suces;1,9;1,83;2;1,33;1,27;NOUN
sucesor;sucesor;1,79;1,65;1,55;1,4;1,55;NOUN
sucesora;sucesor;1,3;1,25;1,6;1,15;1,25;PROPN
sucesoria;sucesori;1,47;1,5;1,5;1,74;1,25;PROPN
suciedad;sucied;1,8;1,53;1,03;1,67;4,17;NOUN
sucio;suci;1,93;1,47;1,07;1,8;3,97;ADJ
sucumbir;sucumb;2,12;2,1;1,35;2,06;1,74;VERB
sucursal;sucursal;1,25;1,35;1,55;1,58;1,68;PROPN
sudadera;sudader;1,05;1,05;2,85;1,2;1,55;NOUN
sudafricano;sudafrican;1,8;1,15;2,26;1,05;1;ADJ
sudamericano;sudamerican;1,3;1,2;2,75;1,4;1,25;PROPN
sudar;sud;1,75;1,5;1,55;2;3,7;VERB
sudeste;sudest;1,35;1,1;1,75;1,2;1,2;PROPN
sudoeste;sudoest;1,2;1,05;1,61;1,2;1,15;ADV
sudor;sudor;1,53;1,47;1,47;1,53;3,37;NOUN
sueco;suec;1,05;1,15;2,55;1,15;1,2;ADJ
suegra;suegr;1,5;1,7;2,53;1,37;1,27;PROPN
suegro;suegr;1,4;1,55;2,05;1,45;1,2;PROPN
suela;suel;1,2;1,05;1,35;1,2;2,15;PROPN
sueldo;sueld;1,37;1,53;4,2;1,3;1,2;NOUN
suelo;suel;1,57;1,63;1,53;1,33;1,7;NOUN
suelta;suelt;1,15;1,55;2,15;1,1;1,5;PROPN
suelto;suelt;1,2;1,5;2,11;1,45;1,25;ADJ
sueño;sueñ;1,8;1,53;3,17;1,47;1,17;NOUN
suero;suer;2;1,7;1,4;1,45;1,5;NOUN
suerte;suert;1,23;1,4;4,5;1,13;1,17;NOUN
suéter;suet;1,16;1,05;2,65;1,1;1,3;PROPN
suficiencia;suficient;1,45;1,6;1,9;1,4;1,65;NOUN
suficiente;suficient;1,65;1,55;2,15;1,3;1,5;ADJ
sufijo;sufij;1,05;1;1,25;1,15;1,15;NOUN
sufra;sufr;3,55;3,25;1,05;3,44;2,71;PROPN
sufragar;sufrag;2,06;1,81;1,2;1,69;1,72;VERB
sufragio;sufragi;2,35;2,32;1,7;1,6;1,32;PROPN
sufrimiento;sufrimient;4,37;3,9;1,03;3,07;2,3;NOUN
sufrir;sufr;4,55;3,9;1,15;3,85;3,3;VERB
sugerencia;sugerent;1,25;1,25;2,4;1,3;1,1;NOUN
sugerente;sugerent;1,15;1,35;2,55;1,58;1,6;ADJ
sugerir;suger;1,25;1,2;2,42;1,2;1,25;VERB
sugestión;sugestion;2,37;2,3;2,15;2,4;1,95;NOUN
suicida;suic;4,65;3,75;1,1;2,85;2,05;ADJ
suicidarse;suicid;4,65;4,05;1,05;3,4;2,3;VERB
suicidio;suicidi;4,57;3,63;1;2,7;1,63;NOUN
suite;suit;1,05;1,15;3,95;1,3;1,05;PROPN
suiza;suiz;1,15;1,3;2,25;1,2;1;PROPN
suizo;suiz;1,1;1;2,3;1,3;1,15;ADJ
sujeción;sujecion;1,26;1,2;1,95;1,45;1,39;NOUN
sujetador;sujet;1,2;1,2;2,1;1,23;1,2;NOUN
sujetar;sujet;1,35;1,35;1,7;1,35;1,5;VERB
sujeto;sujet;1,3;1,4;2,2;1,15;1,2;ADJ
sulfato;sulfat;1,32;1,85;1,37;1,58;2,3;NOUN
sulfúrico;sulfur;1,5;3,11;1,47;1,25;2,05;ADJ
sulfuro;sulfur;1,75;2,35;1,4;1,95;1,95;NOUN
sultán;sultan;1,55;1,58;1,78;1,37;1,7;PROPN
suma;sum;1,05;1,2;1,85;1,35;1,1;VERB
sumando;sum;1,1;1,15;2,25;1,25;1,1;VERB
sumar;sum;1,2;1,25;2,55;1;1,1;VERB
sumario;sumari;1,6;1,3;1,61;1,45;1,3;NOUN
sumergir;sumerg;1,9;2,3;2,15;1,65;1,2;VERB
suministrar;suministr;1,3;1,4;2,15;1,2;1,35;VERB
suministro;suministr;1,32;1,3;2;1,16;1,3;NOUN
sumir;sum;1,86;1,5;1,38;1,86;1,54;VERB
sumisión;sumision;3,7;3,15;1,15;3,15;2,85;NOUN
sumiso;sumis;2,8;2,3;1,3;2,8;3;ADJ
sumo;sum;1,25;1,3;1,95;1,75;2;PROPN
suntuosa;suntuos;1,3;1,57;1,47;1,64;1,5;PROPN
súper;sup;1,2;1,2;3,8;1;1,1;PROPN
superación;super;1,13;1,67;4,57;1,2;1,03;NOUN
superar;super;1,6;1,32;3,95;1,45;1,1;VERB
superávit;superavit;2,31;1,71;2,47;1,39;1,38;NOUN
superdotado;superdot;1,4;1,23;2,37;1,27;1,27;ADJ
superestructura;superestructur;1,15;1,61;2,4;1,37;1,05;NOUN
superficial;superficial;2,6;2,1;1,1;3,2;2,35;ADJ
superficie;superfici;1;1,15;2,15;1;1,05;NOUN
superfluo;superflu;1,6;1,05;1,63;1,79;1,88;ADJ
